key,benchmark,batch_size,group_index,sample_ids,prompt_length_min,prompt_length_max,padded_context_length,padding_fraction,active_experts_median,active_experts_p95,active_experts_max,gpu_ttft_ms_median,gpu_itl_ms_median,gpu_e2e_ms_median,gpu_batch_throughput_tokens_s_median,gpu_archived_batch_energy_joules_median,gpu_energy_status,A_original_cycles,B_arlo_cycles,C_fixed_cycles,D_phased_cycles,E_overlap_cycles,D_speedup_vs_A,D_speedup_vs_B,D_speedup_vs_B_ideal_resource_overlap,D_speedup_vs_C,C_bank_stall_cycles,D_bank_stall_cycles,D_tpot_ms_proxy,D_tpot_ms_ideal_resource_overlap_lower_bound,D_aggregate_throughput_tokens_s_proxy,D_aggregate_throughput_tokens_s_ideal_resource_overlap_upper_bound,B_ideal_resource_overlap_cycles,D_ideal_resource_overlap_cycles,D_prime_workload_bank_stall_cycles,D_vs_D_prime_pure_bank_speedup,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_serial,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_ideal_overlap,checkpoint_mixed_nvfp4_bf16_D_logical_weight_read_bytes,checkpoint_mixed_nvfp4_bf16_D_physical_hbm_read_bytes,uniform_mxfp8_D_speedup_vs_B_serial,uniform_mxfp8_D_speedup_vs_B_ideal_overlap,uniform_mxfp8_D_logical_weight_read_bytes,uniform_mxfp8_D_physical_hbm_read_bytes,uniform_bf16_D_speedup_vs_B_serial,uniform_bf16_D_speedup_vs_B_ideal_overlap,uniform_bf16_D_logical_weight_read_bytes,uniform_bf16_D_physical_hbm_read_bytes
gpqa_diamond_b1_g8,gpqa_diamond,1,8,gpqa_diamond:rec1oj2DveQWl9Rpw,185,185,185,0.0,6.0,6.0,6,84.1735565,4.4432605,222.369531,143.90053131399196,60.490661204987504,archived_legacy_integration_requires_recapture,129475892,99235124,69884180,64163988,64163988,2.017890346840661,1.5465859759215714,1.0,1.0891495709400107,188416,0,2.005124625,1.8693165625,498.7221180828099,534.954870705587,59818130,59818130,0,1.0,1.5465859759215714,1.0,91481341952,92420210688,1.4383671720496045,1.0,116193917952,117132869632,1.2542554251797426,1.0,206566965248,207505833984
gpqa_diamond_b1_g9,gpqa_diamond,1,9,gpqa_diamond:rec260hNUCEj109Dj,190,190,190,0.0,6.0,6.0,6,84.285927,4.436657,222.116314,144.0644914939814,61.002469115435005,archived_legacy_integration_requires_recapture,129476762,99235994,69885050,64164858,64164858,2.01787654544486,1.5465785648586645,1.0,1.0891483621766918,188416,0,2.0051518125,1.86933625,498.715355997515,534.9492366608736,59818760,59818760,0,1.0,1.5465785648586645,1.0,91481341952,92421193728,1.4383624050979884,1.0,116193917952,117133852672,1.2542538215387957,1.0,206566965248,207506817024
gpqa_diamond_b1_g10,gpqa_diamond,1,10,gpqa_diamond:rec32C1ZEapBnCC0E,229,229,229,0.0,6.0,6.0,6,84.2502815,4.43783,222.32016,143.9323243955342,60.980131317693996,archived_legacy_integration_requires_recapture,129483044,99242276,69891332,64171140,64171140,2.0177769009557878,1.5465250578375263,1.0,1.0891396350446634,188416,0,2.005348125,1.86949,498.66653452003504,534.9052415364619,59823680,59823680,0,1.0,1.5465250578375263,1.0,91481341952,92428861440,1.438327987496546,1.0,116193917952,117141520384,1.254242242745559,1.0,206566965248,207514484736
gpqa_diamond_b1_g11,gpqa_diamond,1,11,gpqa_diamond:rec2fsnzUuvNtUYK8,239,239,239,0.0,6.0,6.0,6,84.21817050000001,4.453633,222.851449,143.58927577331434,61.48950966842926,archived_legacy_integration_requires_recapture,129484760,99243992,69893048,64172856,64172856,2.017749685318665,1.5465104436056267,1.0,1.0891372514260547,188416,0,2.00540175,1.869529375,498.6532000383464,534.8939756563066,59824940,59824940,0,1.0,1.5465104436056267,1.0,91481341952,92430827520,1.4383185868756543,1.0,116193917952,117143486464,1.2542390800494132,1.0,206566965248,207516450816
gpqa_diamond_b1_g12,gpqa_diamond,1,12,gpqa_diamond:rec47oNPXudlTIk4y,262,262,262,0.0,6.0,6.0,6,79.9222555,4.444418000000001,218.22265,146.63525157083293,60.232115190207494,archived_legacy_integration_requires_recapture,129488630,99247862,69896918,64176726,64176726,2.0176883127381724,1.5464774878045353,1.0,1.0891318762505897,188416,0,2.0055226875,1.8696199375,498.62313013599356,534.8680659327854,59827838,59827838,0,1.0,1.5464774878045353,1.0,91481341952,92435349504,1.438297387654721,1.0,116193917952,117148008448,1.2542319476843409,1.0,206566965248,207520972800
gpqa_diamond_b1_g13,gpqa_diamond,1,13,gpqa_diamond:rec1zl5LvaatzGhFt,358,358,358,0.0,6.0,6.0,6,80.12949950000001,4.4560875,219.277193,145.92986239197205,60.445273206454495,archived_legacy_integration_requires_recapture,129504338,99263570,69912626,64192434,64192434,2.0174392826419387,1.546343763814907,1.0,1.0891100655257908,188416,0,2.0060135625,1.8699979375,498.5011161907336,534.7599480975364,59839934,59839934,0,1.0,1.546343763814907,1.0,91481341952,92454223872,1.4382113628736617,1.0,116193917952,117166882816,1.2542030021308146,1.0,206566965248,207539847168
gpqa_diamond_b1_g14,gpqa_diamond,1,14,gpqa_diamond:rec4L69T0Y1AS4AFS,362,362,362,0.0,6.0,6.0,6,80.049533,4.4490099999999995,218.663531,146.33787034168782,61.882725693760754,archived_legacy_integration_requires_recapture,129505034,99264266,69913322,64193130,64193130,2.0174282512786026,1.5463378402019032,1.0,1.0891090993693562,188416,0,2.0060353125,1.8700136875,498.49571130119375,534.7554441362879,59840438,59840438,0,1.0,1.5463378402019032,1.0,91481341952,92455010304,1.4382075520145012,1.0,116193917952,117167669248,1.2542017197454123,1.0,206566965248,207540633600
gpqa_diamond_b1_g15,gpqa_diamond,1,15,gpqa_diamond:rec2ZTsqazBZ3LTWZ,456,456,456,0.0,6.0,6.0,6,80.2390075,4.437374,218.489684,146.45556650112616,61.445308798802,archived_legacy_integration_requires_recapture,129520628,99279860,69928916,64208724,64208724,2.017181154386435,1.5462051543027082,1.0,1.0890874579597627,188416,0,2.006522625,1.870384,498.3746445420719,534.6495692863069,59852288,59852288,0,1.0,1.5462051543027082,1.0,91481341952,92473491456,1.4381221864334781,1.0,116193917952,117186150400,1.254172991071461,1.0,206566965248,207559114752
gpqa_diamond_b2_g0,gpqa_diamond,2,0,gpqa_diamond:rec4JrWy7Il8ho5vk|gpqa_diamond:rec06pnAkLOr2t2mp,137,139,139,0.007194244604316547,11.0,12.0,12,79.1885725,5.0585835,236.197223,270.87473772230794,69.03662727164775,archived_legacy_integration_requires_recapture,211726294,151244758,92542870,81102486,81102486,2.6106017761280462,1.8648597035607515,1.0446811565907597,1.1410608301205465,376832,0,2.5344526875,2.263268125,789.12500906569,883.6778894679127,75660594,72424580,0,1.0,1.8648597035607515,1.0446811565907597,109340628992,111200278528,1.647126544449082,1.0,151912244736,153771976704,1.3809345883398125,1.0,270066212864,271925862400
gpqa_diamond_b2_g1,gpqa_diamond,2,1,gpqa_diamond:rec0Arme2jcXQZnAW|gpqa_diamond:rec0yTRmO1o1xCA6H,139,146,146,0.023972602739726026,11.0,12.0,12,78.858823,5.0772,236.296885,270.7545471602624,68.67403182477673,archived_legacy_integration_requires_recapture,212430183,151948647,93246759,81806375,81806375,2.596743627865188,1.857418165760309,1.0346363043840312,1.1398470962684755,376832,0,2.55644921875,2.28524759375,782.3351175259875,875.1786920025063,75660804,73127923,0,1.0,1.857418165760309,1.0346363043840312,110435075072,112297477120,1.638843047722908,1.0,154101136896,155963621376,1.3758382759949013,1.0,273957576704,275819978752
gpqa_diamond_b2_g2,gpqa_diamond,2,2,gpqa_diamond:rec0VuKUjt1SZ7NYv|gpqa_diamond:rec0wZvZgiz320KRs,147,156,156,0.028846153846153848,11.0,12.0,12,78.3556545,5.054992,234.9665345,272.2917398951562,68.405823425119,archived_legacy_integration_requires_recapture,211069866,150588330,91886442,80446058,80446058,2.6237440497084394,1.8719168315245478,1.0542629264390206,1.1422118657448697,376832,0,2.5139393125,2.2427133125,795.5641530626647,891.7769332588291,75661104,71766826,0,1.0,1.8719168315245478,1.0542629264390206,108307920896,110174255104,1.6550946246716112,1.0,149846828544,151713245184,1.3858552893366822,1.0,266394361856,268260696064
gpqa_diamond_b2_g3,gpqa_diamond,2,3,gpqa_diamond:rec4UqStf9WUVif1f|gpqa_diamond:rec2UlKqC6RFHdcro,159,177,177,0.05084745762711865,10.0,12.0,12,80.0388945,5.0634630000000005,237.98645,268.837077873824,69.26912744962101,archived_legacy_integration_requires_recapture,210515526,150033990,91332102,79891718,79891718,2.6350106277599386,1.8779667499452195,1.062502920903287,1.1431986229160824,376832,0,2.4966161875,2.225339,801.0842876103878,898.7394729522109,75661734,71210848,0,1.0,1.8779667499452195,1.062502920903287,107432364032,109306955776,1.6619919818511726,1.0,148095714816,149970388992,1.3901231102779459,1.0,263281270784,265155862528
gpqa_diamond_b2_g4,gpqa_diamond,2,4,gpqa_diamond:rec1oj2DveQWl9Rpw|gpqa_diamond:rec260hNUCEj109Dj,185,190,190,0.013157894736842105,11.0,12.0,12,78.92938000000001,5.071696,236.12619999999998,270.95318932904144,69.44436646243075,archived_legacy_integration_requires_recapture,211761102,151279566,92577678,81137294,81137294,2.6099108259637056,1.8644886776726866,1.0442577579783208,1.1410003148490508,376832,0,2.5355404375,2.2642315625,788.7864734557206,883.3018818056512,75662124,72455410,0,1.0,1.8644886776726866,1.0442577579783208,109368691712,111248395264,1.6468114225668606,1.0,151968370176,153848156160,1.380767524402871,1.0,270165991424,272045694976
gpqa_diamond_b2_g5,gpqa_diamond,2,5,gpqa_diamond:rec32C1ZEapBnCC0E|gpqa_diamond:rec2fsnzUuvNtUYK8,229,239,239,0.02092050209205021,11.0,12.0,12,79.2479095,5.0923359999999995,237.67231099999998,269.13197220766295,69.78198670776248,archived_legacy_integration_requires_recapture,213094098,152612562,93910674,82470290,82470290,2.5838892769747748,1.8505156463012316,1.0254661597062065,1.1387212776867888,376832,0,2.5771965625,2.30576825,776.0370431582088,867.3898601908496,75663594,73784584,0,1.0,1.8505156463012316,1.0254661597062065,111422882816,113321853952,1.6313840227606298,1.0,156076752384,157975805952,1.3712979939849026,1.0,277469782016,279368753152
gpqa_diamond_b2_g6,gpqa_diamond,2,6,gpqa_diamond:rec47oNPXudlTIk4y|gpqa_diamond:rec1zl5LvaatzGhFt,262,358,358,0.1340782122905028,11.0,12.0,12,81.35129950000001,5.1005199999999995,239.9192615,266.6672730072705,70.2847004404285,archived_legacy_integration_requires_recapture,211769772,151288236,92586348,81145964,81145964,2.6097388158454806,1.8643963118116387,1.0443912308372492,1.140985249740825,376832,0,2.535811375,2.264093,788.7021959588773,883.3559398840948,75667164,72450976,0,1.0,1.8643963118116387,1.0443912308372492,109295728640,111241492480,1.6470387387274863,1.0,151822444032,153768290304,1.3809967911158294,1.0,269906567168,271852331008
gpqa_diamond_b2_g7,gpqa_diamond,2,7,gpqa_diamond:rec4L69T0Y1AS4AFS|gpqa_diamond:rec2ZTsqazBZ3LTWZ,362,456,456,0.10307017543859649,11.0,12.0,12,79.3239735,5.075207499999999,237.01894349999998,269.9055918828668,71.42673038092775,archived_legacy_integration_requires_recapture,212827505,152345969,93644081,82203697,82203697,2.5890259534191022,1.853273934869377,1.0295103070955502,1.1391711616084614,376832,0,2.56886553125,2.29690828125,778.5537918081714,870.735682537389,75670104,73501065,0,1.0,1.853273934869377,1.0295103070955502,110895303680,112879602688,1.6348399160543272,1.0,155021594112,157005975552,1.3735340713759696,1.0,275593945088,277578244096
gpqa_diamond_b4_g0,gpqa_diamond,4,0,gpqa_diamond:rec4JrWy7Il8ho5vk|gpqa_diamond:rec06pnAkLOr2t2mp|gpqa_diamond:rec0Arme2jcXQZnAW|gpqa_diamond:rec0yTRmO1o1xCA6H,137,146,146,0.039383561643835614,20.0,23.0,24,80.7120035,5.599717,253.83932249999998,503.95090733219024,78.696287688161,archived_legacy_integration_requires_recapture,373296342,252333270,134929494,112048726,112048726,3.331553649257913,2.251995886146889,1.5978208188621887,1.2042037318657242,753664,0,3.5015226875,2.9593914375,1142.360154991856,1351.6292401586027,151314472,94700526,0,1.0,2.251995886146889,1.5978208188621887,140451304448,144176108544,1.88075034736496,1.0661186002478698,214133101056,217857986560,1.5273027687655745,1.0,380681068544,384405872640
gpqa_diamond_b4_g1,gpqa_diamond,4,1,gpqa_diamond:rec0VuKUjt1SZ7NYv|gpqa_diamond:rec0wZvZgiz320KRs|gpqa_diamond:rec4UqStf9WUVif1f|gpqa_diamond:rec2UlKqC6RFHdcro,147,177,177,0.09745762711864407,19.0,22.0,24,78.5040575,5.526982,248.979805,513.5203540626153,77.2706924312935,archived_legacy_integration_requires_recapture,370420594,249457522,132053746,109172978,109172978,3.392969586301841,2.2849749688059258,1.6479680634082736,1.2095827046139567,753664,0,3.4116555625,2.8693731875,1172.4513001742978,1394.0326819200125,151316332,91819942,0,1.0,2.2849749688059258,1.6479680634082736,135933206528,139682390016,1.9138672333067994,1.111366156681778,205096905216,208846170112,1.5484909874409563,1.0,364616720384,368365903872
gpqa_diamond_b4_g2,gpqa_diamond,4,2,gpqa_diamond:rec1oj2DveQWl9Rpw|gpqa_diamond:rec260hNUCEj109Dj|gpqa_diamond:rec32C1ZEapBnCC0E|gpqa_diamond:rec2fsnzUuvNtUYK8,185,239,239,0.11820083682008369,19.0,23.0,24,79.8976375,5.5751085,252.5476635,506.4278187032546,77.78315716069301,archived_legacy_integration_requires_recapture,373793076,252830004,135426228,112545460,112545460,3.321263034510677,2.246470039751048,1.589784376060066,1.2033024521824336,753664,0,3.517045625,2.974461,1137.3182001299742,1344.7814578843024,151320052,95182752,0,1.0,2.246470039751048,1.589784376060066,141130422272,144928364544,1.8756264422705446,1.0593097540854413,215491336704,219289360384,1.524132285597889,1.0,383095709696,386893651968
gpqa_diamond_b4_g3,gpqa_diamond,4,3,gpqa_diamond:rec47oNPXudlTIk4y|gpqa_diamond:rec1zl5LvaatzGhFt|gpqa_diamond:rec4L69T0Y1AS4AFS|gpqa_diamond:rec2ZTsqazBZ3LTWZ,262,456,456,0.21162280701754385,20.0,23.0,24,80.580739,5.578427,252.5488425,506.58946168941316,81.93923463592301,archived_legacy_integration_requires_recapture,375037230,254074158,136670382,113789614,113789614,3.2958827859280726,2.232841373378769,1.5699582669099788,1.201079581832486,753664,0,3.5559254375,3.0122829375,1124.8829792146057,1327.896510053515,151333072,96393054,0,1.0,2.232841373378769,1.5699582669099788,142847860736,146816458752,1.8629943893217218,1.0425331024407862,218926213632,222894893056,1.5163050310227146,1.0,389202157568,393170755584
gpqa_diamond_b8_g0,gpqa_diamond,8,0,gpqa_diamond:rec4JrWy7Il8ho5vk|gpqa_diamond:rec06pnAkLOr2t2mp|gpqa_diamond:rec0Arme2jcXQZnAW|gpqa_diamond:rec0yTRmO1o1xCA6H|gpqa_diamond:rec0VuKUjt1SZ7NYv|gpqa_diamond:rec0wZvZgiz320KRs|gpqa_diamond:rec4UqStf9WUVif1f|gpqa_diamond:rec2UlKqC6RFHdcro,137,177,177,0.15254237288135594,32.0,40.0,45,82.751027,5.734896,257.607684,992.8509861837157,89.24629826633749,archived_legacy_integration_requires_recapture,684624829,442698685,207891133,162129597,162129597,4.222701108669258,2.7305235638129663,2.374784985054941,1.282252820254651,1507328,0,5.06654990625,3.98226315625,1578.983755816034,2008.9079214778474,302624600,127432421,0,1.0,2.7305235638129663,2.374784985054941,184196160512,191694527488,2.1818267885911613,1.49292589234833,301621824000,309120272384,1.7235188481540433,1.0,536216576000,543714942976
gpqa_diamond_b8_g1,gpqa_diamond,8,1,gpqa_diamond:rec1oj2DveQWl9Rpw|gpqa_diamond:rec260hNUCEj109Dj|gpqa_diamond:rec32C1ZEapBnCC0E|gpqa_diamond:rec2fsnzUuvNtUYK8|gpqa_diamond:rec47oNPXudlTIk4y|gpqa_diamond:rec1zl5LvaatzGhFt|gpqa_diamond:rec4L69T0Y1AS4AFS|gpqa_diamond:rec2ZTsqazBZ3LTWZ,185,456,456,0.37472587719298245,33.0,40.25,44,82.4318505,5.7540130000000005,258.1182835,990.6454703885139,93.06924226781027,archived_legacy_integration_requires_recapture,688612533,446686389,211878837,166117301,166117301,4.145339039670528,2.6889817394757696,2.3045076450923325,1.2754772424336462,1507328,0,5.19116565625,4.10415865625,1541.0796976529255,1949.2423831659712,302658080,131333077,0,1.0,2.6889817394757696,2.3045076450923325,189842379776,197779575808,2.145133271649045,1.4396812059614217,312914262528,320851539968,1.6996363298136328,1.0,556292022272,564229218304
gpqa_diamond_b16_g0,gpqa_diamond,16,0,gpqa_diamond:rec4JrWy7Il8ho5vk|gpqa_diamond:rec06pnAkLOr2t2mp|gpqa_diamond:rec0Arme2jcXQZnAW|gpqa_diamond:rec0yTRmO1o1xCA6H|gpqa_diamond:rec0VuKUjt1SZ7NYv|gpqa_diamond:rec0wZvZgiz320KRs|gpqa_diamond:rec4UqStf9WUVif1f|gpqa_diamond:rec2UlKqC6RFHdcro|gpqa_diamond:rec1oj2DveQWl9Rpw|gpqa_diamond:rec260hNUCEj109Dj|gpqa_diamond:rec32C1ZEapBnCC0E|gpqa_diamond:rec2fsnzUuvNtUYK8|gpqa_diamond:rec47oNPXudlTIk4y|gpqa_diamond:rec1zl5LvaatzGhFt|gpqa_diamond:rec4L69T0Y1AS4AFS|gpqa_diamond:rec2ZTsqazBZ3LTWZ,137,456,456,0.5228892543859649,51.0,64.0,73,83.300693,6.7371825,285.99881,1787.3985935297842,120.30925489279176,archived_legacy_integration_requires_recapture,1295543957,811691669,342076565,250553493,250553493,5.170727981030383,3.2395943049175533,3.3443356185343474,1.3652835604251583,3014656,0,7.82979665625,5.65608065625,2043.4758017921547,2828.8139742703124,605306624,180994581,0,1.0,3.2395943049175533,3.3443356185343474,252283308032,268157700096,2.518759154851007,2.018277027327002,437794140672,453668614144,1.9547323923228621,1.168128358846093,778300694528,794175086592
swebench_verified_b1_g0,swebench_verified,1,0,swebench_verified:astropy__astropy-14096,387,387,387,0.0,6.0,6.0,6,79.6511785,4.4379705000000005,217.9229775,146.836199677278,62.046137559346,archived_legacy_integration_requires_recapture,129509282,99268514,69917570,64197378,64197378,2.0173609271082693,1.5463016885206744,1.0,1.089103202937665,188416,0,2.0061680625,1.870112125,498.46272537797415,534.7272960972862,59843588,59843588,0,1.0,1.5463016885206744,1.0,91481341952,92459925504,1.4381842940694858,1.0,116193917952,117172584448,1.2541938930529095,1.0,206566965248,207545548800
swebench_verified_b1_g1,swebench_verified,1,1,swebench_verified:astropy__astropy-12907,478,478,478,0.0,6.0,6.0,6,79.56178700000001,4.444427,217.86144000000002,146.87800078168226,60.99944692163625,archived_legacy_integration_requires_recapture,129524126,99283358,69932414,64212222,64212222,2.0171257428219818,1.5461753994434269,1.0,1.0890826048660955,188416,0,2.0066319375,1.870470625,498.347495279014,534.624808662793,59855060,59855060,0,1.0,1.5461753994434269,1.0,91481341952,92477816832,1.4381030420455119,1.0,116193917952,117190475776,1.25416654763187,1.0,206566965248,207563440128
swebench_verified_b1_g2,swebench_verified,1,2,swebench_verified:astropy__astropy-14539,609,609,609,0.0,6.0,6.0,6,81.196067,4.4511065,219.8623005,145.54123175751445,62.487804609052,archived_legacy_integration_requires_recapture,129545720,99304952,69954008,64233816,64233816,2.01678380745743,1.5459917872542401,1.0,1.0890526572483255,188416,0,2.00730675,1.870986625,498.1799617821242,534.477364315739,59871572,59871572,0,1.0,1.5459917872542401,1.0,91481341952,92503572480,1.437984896142371,1.0,116193917952,117216231424,1.2541267779530545,1.0,206566965248,207589195776
swebench_verified_b1_g3,swebench_verified,1,3,swebench_verified:astropy__astropy-14365,618,618,618,0.0,6.0,6.0,6,79.5279525,4.440371,217.1895235,147.332151143286,61.06897046018949,archived_legacy_integration_requires_recapture,129547286,99306518,69955574,64235382,64235382,2.016759019195994,1.5459784764726705,1.0,1.0890504862258,188416,0,2.0073556875,1.8710220625,498.1678166092326,534.467241216724,59872706,59872706,0,1.0,1.5459784764726705,1.0,91481341952,92505341952,1.4379763306624926,1.0,116193917952,117218000896,1.2541238943342004,1.0,206566965248,207590965248
swebench_verified_b1_g4,swebench_verified,1,4,swebench_verified:astropy__astropy-13236,633,633,633,0.0,6.0,6.0,6,80.460781,4.4575625,219.53101750000002,145.76067302257098,62.04281573210525,archived_legacy_integration_requires_recapture,129549830,99309062,69958118,64237926,64237926,2.016718752719383,1.5459568542110154,1.0,1.0890469595796104,188416,0,2.0074351875,1.871081125,498.1480877822861,534.4503702371537,59874596,59874596,0,1.0,1.5459568542110154,1.0,91481341952,92508291072,1.437962416574109,1.0,116193917952,117220950016,1.2541192099741116,1.0,206566965248,207593914368
swebench_verified_b1_g5,swebench_verified,1,5,swebench_verified:astropy__astropy-14182,708,708,708,0.0,6.0,6.0,6,81.9559265,4.4455975,220.406733,145.181656942553,61.80518183210475,archived_legacy_integration_requires_recapture,129562250,99321482,69970538,64250346,64250346,2.0165222145262844,1.5458513172831785,1.0,1.0890297462366973,188416,0,2.0078233125,1.8713764375,498.0517925926811,534.3660313132483,59884046,59884046,0,1.0,1.5458513172831785,1.0,91481341952,92523036672,1.4378944996363983,1.0,116193917952,117235695616,1.2540963430540475,1.0,206566965248,207608659968
swebench_verified_b1_g6,swebench_verified,1,6,swebench_verified:astropy__astropy-13033,920,920,920,0.0,6.0,6.0,6,80.465248,4.4493605,219.1959465,145.98310323795442,63.00746376675251,archived_legacy_integration_requires_recapture,129597122,99356354,70005410,64285218,64285218,2.0159707944056438,1.545555216130713,1.0,1.088981451381249,188416,0,2.0089130625,1.872211375,497.7816206518892,534.1277236925238,59910764,59910764,0,1.0,1.545555216130713,1.0,91481341952,92564717568,1.4377039198005623,1.0,116193917952,117277376512,1.2540321609219809,1.0,206566965248,207650340864
swebench_verified_b1_g7,swebench_verified,1,7,swebench_verified:astropy__astropy-14995,939,939,939,0.0,6.0,6.0,6,79.944486,4.442087,218.37252949999998,146.53518428206274,62.97586752335775,archived_legacy_integration_requires_recapture,129600266,99359498,70008554,64288362,64288362,2.015921108707047,1.5455285359424775,1.0,1.0889770997742951,188416,0,2.0090113125,1.8722861875,497.7572768147367,534.1063811057999,59913158,59913158,0,1.0,1.5455285359424775,1.0,91481341952,92568453120,1.4376867455998181,1.0,116193917952,117281112064,1.2540263759638657,1.0,206566965248,207654076416
swebench_verified_b1_g8,swebench_verified,1,8,swebench_verified:astropy__astropy-14369,982,982,982,0.0,6.0,6.0,6,79.6764955,4.435618,217.75039800000002,146.9531088808831,63.67022474833101,archived_legacy_integration_requires_recapture,129607376,99366608,70015664,64295472,64295472,2.0158087648847185,1.54546820964313,1.0,1.0889672604005458,188416,0,2.0092335,1.8724556875,497.7022332148056,534.0580322812045,59918582,59918582,0,1.0,1.54546820964313,1.0,91481341952,92576907264,1.4376479119667107,1.0,116193917952,117289566208,1.2540132945397269,1.0,206566965248,207662530560
swebench_verified_b1_g9,swebench_verified,1,9,swebench_verified:astropy__astropy-14508,1050,1050,1050,0.0,6.0,6.0,6,80.1430785,4.433305,218.16017599999998,146.67710955475263,63.94403888668876,archived_legacy_integration_requires_recapture,129618560,99377792,70026848,64306656,64306656,2.0156320987986063,1.5453733436240256,1.0,1.088951787510145,188416,0,2.009583,1.8727234375,497.61567449565405,533.9816760850466,59927150,59927150,0,1.0,1.5453733436240256,1.0,91481341952,92590276608,1.4375868407687664,1.0,116193917952,117302935552,1.2539927202409837,1.0,206566965248,207675899904
swebench_verified_b1_g10,swebench_verified,1,10,swebench_verified:astropy__astropy-14598,1125,1125,1125,0.0,6.0,6.0,6,81.74944049999999,4.4405095,221.07250850000003,144.7449310956138,64.7726626658185,archived_legacy_integration_requires_recapture,129630908,99390140,70039196,64319004,64319004,2.015437117154364,1.5452686425305964,1.0,1.0889347104939622,188416,0,2.009968875,1.87301875,497.5201419474717,533.8974850091597,59936600,59936600,0,1.0,1.5452686425305964,1.0,91481341952,92605022208,1.4375194332426853,1.0,116193917952,117317681152,1.2539700084966763,1.0,206566965248,207690645504
swebench_verified_b1_g11,swebench_verified,1,11,swebench_verified:astropy__astropy-13977,1168,1168,1168,0.0,6.0,6.0,6,80.15221500000001,4.4334255,218.5793385,146.39560242792382,63.46049242058375,archived_legacy_integration_requires_recapture,129638084,99397316,70046372,64326180,64326180,2.015323838598841,1.5452078142989372,1.0,1.0889247892537688,188416,0,2.010193125,1.8731880625,497.4646403688203,533.8492274317491,59942018,59942018,0,1.0,1.5452078142989372,1.0,91481341952,92613476352,1.4374802691188653,1.0,116193917952,117326135296,1.253956811506427,1.0,206566965248,207699099648
swebench_verified_b1_g12,swebench_verified,1,12,swebench_verified:astropy__astropy-13398,1531,1531,1531,0.0,6.0,6.0,6,80.38535350000001,4.4348605,218.572314,146.40075949210623,64.74222828612,archived_legacy_integration_requires_recapture,129698042,99457274,70106330,64386138,64386138,2.0143783433632874,1.5447001029942191,1.0,1.0888419802411506,188416,0,2.0120668125,1.87461775,497.00138871506783,533.4420843929382,59987768,59987768,0,1.0,1.5447001029942191,1.0,91481341952,92684845056,1.4371533129401541,1.0,116193917952,117397504000,1.2538465995986154,1.0,206566965248,207770468352
swebench_verified_b1_g13,swebench_verified,1,13,swebench_verified:astropy__astropy-14309,1621,1621,1621,0.0,6.0,6.0,6,80.64196849999999,4.428107499999999,218.930575,146.16068582341916,64.938658925518,archived_legacy_integration_requires_recapture,129712832,99472064,70121120,64400928,64400928,2.014145386227975,1.5445750098507898,1.0,1.088821577229446,188416,0,2.012529,1.8749723125,496.88724982348083,533.3412090051863,59999114,59999114,0,1.0,1.5445750098507898,1.0,91481341952,92702539776,1.4370727369164078,1.0,116193917952,117415198720,1.2538194280399562,1.0,206566965248,207788163072
swebench_verified_b1_g14,swebench_verified,1,14,swebench_verified:astropy__astropy-13579,1812,1812,1812,0.0,6.0,6.0,6,80.6086235,4.4282935000000005,219.207084,145.9760912883866,66.0158981503625,archived_legacy_integration_requires_recapture,129744356,99503588,70152644,64432452,64432452,2.0136492089421028,1.5443085729532688,1.0,1.0887781206898661,188416,0,2.013514125,1.8757245625,496.6441444755199,533.127315167842,60023186,60023186,0,1.0,1.5443085729532688,1.0,91481341952,92740091904,1.436901093032078,1.0,116193917952,117452750848,1.2537615328963423,1.0,206566965248,207825715200
swebench_verified_b1_g15,swebench_verified,1,15,swebench_verified:astropy__astropy-13453,2855,2855,2855,0.0,6.0,6.0,6,80.609825,4.426933,218.91989999999998,146.16659669538518,69.34604781274075,archived_legacy_integration_requires_recapture,129916430,99675662,70324718,64604526,64604526,2.0109493567060612,1.5428588083751285,1.0,1.0885416603784075,188416,0,2.0188914375,1.8798323125,495.321333988272,531.9623422528014,60154634,60154634,0,1.0,1.5428588083751285,1.0,91481341952,92945154048,1.4359665448096564,1.0,116193917952,117657812992,1.2534459767733646,1.0,206566965248,208030777344
swebench_verified_b2_g0,swebench_verified,2,0,swebench_verified:astropy__astropy-14096|swebench_verified:astropy__astropy-12907,387,478,478,0.09518828451882845,11.0,12.0,12,79.731471,5.068441,237.921788,268.8595635798878,71.03040461112926,archived_legacy_integration_requires_recapture,213129813,152648277,93946389,82506005,82506005,2.583203646813344,1.8501474771442394,1.025326084480732,1.1386612283554391,376832,0,2.57831265625,2.30630178125,775.7011141189056,867.1892014565473,75670764,73801657,0,1.0,1.8501474771442394,1.025326084480732,111355532288,113348482048,1.631426327055766,1.0,155942051328,157935083520,1.3714447562664709,1.0,277230313472,279223263232
