state_mode,model,case,phase,batch,tokens,variant,cycles,latency_us_proxy,speedup_vs_A,speedup_vs_B,speedup_vs_D_prime,speedup_vs_D,bank_stall_cycles,matrix_sram_service_cycles,physical_hbm_read_bytes,physical_hbm_write_bytes
official_fp32_streamed,kimi_k3,decode_b1_t128,decode,1,128,B_arlo_static,12566045400,12566045.4,1.0696998735974645,1.0,1.0021605498894663,1.0000014056928364,0,0,17597591748608,58344734720
official_fp32_streamed,kimi_k3,decode_b1_t128,decode,1,128,C_multirow_original_fixed,12647458776,12647458.776,1.0628140730932871,0.9935628668618797,0.9957095090040561,0.9935642635060841,81395712,108527616,17597591748608,58344734720
official_fp32_streamed,kimi_k3,decode_b1_t128,decode,1,128,D_prime_best_global_fixed,12593194968,12593194.968,1.067393716221864,0.9978441080227068,1.0,0.9978455106850213,27131904,54263808,17597591748608,58344734720
official_fp32_streamed,kimi_k3,decode_b1_t128,decode,1,128,D_compiler_per_tile_affine,12566063064,12566063.064,1.0696983699301288,0.9999985943091396,1.0021591411615407,1.0,0,27131904,17597591748608,58344734720
official_fp32_streamed,kimi_k3,decode_b1_t128,decode,1,128,E_affine_plus_matrix_overlap,12530452440,12530452.44,1.0727383740023995,1.002840516746736,1.0050072037143456,1.0028419264324664,0,27131904,17597591748608,58344734720
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,A_original_fixed,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,B_arlo_static,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,C_multirow_original_fixed,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,D_prime_best_global_fixed,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,D_compiler_per_tile_affine,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,E_affine_plus_matrix_overlap,363879353,363879.353,1.0,1.0,1.0,1.0,0,0,524456506880,476200960
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,A_original_fixed,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,B_arlo_static,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,C_multirow_original_fixed,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,D_prime_best_global_fixed,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,D_compiler_per_tile_affine,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
