benchmark,mode,batch_size,generation_limit,group_index,sample_ids,prompt_length_min,prompt_length_max,padded_prompt_length,warmup,measurements,request_measurement_count,generated_tokens_total,ttft_ms_median,ttft_ms_p95,itl_ms_median,itl_ms_p95,tpot_ms_median,tpot_ms_p95,e2e_ms_median,e2e_ms_p95,batch_throughput_tokens_per_s_median,batch_throughput_tokens_per_s_p95,gpu_memory_used_peak_bytes,batch_energy_joules_median,batch_energy_joules_p95,batch_tokens_per_joule_median,power_status
bfcl_v3,b1_long,1,128,0,"[""bfcl_v3:multi_turn_base_10""]",3786,3786,3786,5,20,20,2560,75.31656100000001,78.42008215,4.360621,4.564183650000001,4.380028527559055,4.410379649999999,631.7448915,636.4939508,202.61182903693242,203.66984534476168,67445260288,205.13852738353972,223.38660135983557,0.6239712461328875,supported
bfcl_v3,b1_long,1,128,1,"[""bfcl_v3:multi_turn_base_9""]",3790,3790,3790,5,20,20,2560,78.991997,81.53299510000001,4.366904,4.5963576,4.383369929133858,4.4241212232283464,635.9438195,642.447815,201.27355474351288,203.08939161615137,67445260288,206.76165596205772,216.7214740289586,0.6190703038399282,supported
bfcl_v3,b1_long,1,128,2,"[""bfcl_v3:multi_turn_base_1""]",3798,3798,3798,5,20,20,2560,74.307184,78.08080185000001,4.348981,4.51272965,4.365965507874016,4.373770946850393,628.8442849999999,632.11741655,203.54640986354667,204.60200201935658,67445260288,205.51725134251103,219.21983696281347,0.6228189512788952,supported
bfcl_v3,b1_long,1,128,3,"[""bfcl_v3:multi_turn_base_12""]",3798,3798,3798,5,20,20,2560,74.1903195,76.39461779999999,4.343542,4.538350100000001,4.361364287401575,4.383457175590551,627.9692285000001,630.8817509500001,203.82997268785454,205.25384682417308,67445260288,204.12700768535325,223.82483803014972,0.6270605838234171,supported
bfcl_v3,b1_long,1,128,4,"[""bfcl_v3:multi_turn_base_3""]",3804,3804,3804,5,20,20,2530,70.830648,77.93299990000003,4.3121645,4.463640600000001,4.326046358267717,4.344578771653543,619.120221,629.0374658,206.6352304300915,207.58244603234064,67445260288,203.48545717265102,207.39489434190983,0.6284344687206392,supported
bfcl_v3,b1_long,1,128,5,"[""bfcl_v3:multi_turn_base_6""]",3811,3811,3811,5,20,20,2560,69.64948849999999,78.01177315000004,4.284909000000001,4.4224949,4.297567803149606,4.318587188188976,616.0778605,624.2999515500001,207.7640463218928,209.1655874890166,67445260288,202.6618227265953,214.8438656519836,0.6315942711635247,supported
bfcl_v3,b1_long,1,128,6,"[""bfcl_v3:multi_turn_base_14""]",5400,5400,5400,5,20,20,2560,68.28012899999999,73.02899995,4.2666995,4.436960300000001,4.282221181102362,4.312226768110237,612.236598,617.3763381,209.06786098216293,209.6776519300346,67445260288,209.58938732531522,219.1120112949583,0.6107180714252166,supported
bfcl_v3,b1_long,1,128,7,"[""bfcl_v3:multi_turn_base_2""]",5597,5597,5597,5,20,20,2560,67.491274,75.51416990000006,4.2552555000000005,4.5013517499999995,4.275397633858267,4.324092208661418,609.9563765,635.9521124500001,209.85094836872833,211.67565482436882,67445260288,209.73053203754847,223.12404691679387,0.610306976414903,supported
bfcl_v3,b1_long,1,128,8,"[""bfcl_v3:multi_turn_base_15""]",6535,6535,6535,5,20,20,2496,64.8886185,66.96794835,4.210789500000001,4.391088,4.234163836688456,4.246788997244095,601.8095255000001,605.1898052,211.94559537068983,213.36315257472978,67445260288,212.893093182837,239.83291065027439,0.5959089309097585,supported
bfcl_v3,b1_long,1,128,9,"[""bfcl_v3:multi_turn_base_11""]",6643,6643,6643,5,20,20,2560,67.0782275,76.77933525000003,4.211046,4.379724750000001,4.230295031496063,4.267354856692914,604.463662,613.91596115,211.75598411049026,213.03302382399312,67445260288,212.68495622849497,225.12135141472228,0.6018293052932732,supported
bfcl_v3,b1_long,1,128,10,"[""bfcl_v3:multi_turn_base_4""]",6644,6644,6644,5,20,20,2560,66.687303,69.94635525000001,4.2139395,4.456519999999999,4.248653346456693,4.260553799606299,605.2054795,609.9318121,211.49668828698077,213.87775827099122,67445260288,213.3262308845122,217.30905000016077,0.6000204277478046,supported
bfcl_v3,b1_long,1,128,11,"[""bfcl_v3:multi_turn_base_0""]",6646,6646,6646,5,20,20,2560,62.916852500000005,72.0062361000001,4.181234,4.4053572,4.208836582677165,4.224680394488189,597.8897465,607.28850995,214.08419536027338,216.0650814882764,67445260288,211.39356272660697,225.5735507481407,0.6055057044543812,supported
bfcl_v3,b1_long,1,128,12,"[""bfcl_v3:multi_turn_base_5""]",6653,6653,6653,5,20,20,2560,59.6428645,63.83337405,4.154818000000001,4.3410288,4.176117696850394,4.202538071653543,589.604911,594.30449885,217.09333421098395,218.018060173835,67445260288,210.10820701074903,222.72504131199273,0.6092109702423743,supported
bfcl_v3,b1_long,1,128,13,"[""bfcl_v3:multi_turn_base_13""]",6662,6662,6662,5,20,20,2560,57.3987535,58.6904423,4.1128420000000006,4.25132125,4.131095177165355,4.159790175590551,582.839877,585.4263698,219.61236850837525,221.27487562685923,67445260288,210.04736333566578,218.68102240563866,0.6093864215220826,supported
bfcl_v3,b1_long,1,128,14,"[""bfcl_v3:multi_turn_base_7""]",6664,6664,6664,5,20,20,2560,55.3342035,57.042393000000004,4.076834,4.2832752,4.106450102362205,4.121221038582678,576.8434374999999,578.4597174,221.89568667853786,223.00918568243517,67445260288,209.07499372334723,214.08688303434332,0.6122242073181043,supported
bfcl_v3,b1_long,1,128,15,"[""bfcl_v3:multi_turn_base_8""]",6679,6679,6679,5,20,20,2560,54.4038535,56.43119955,4.0725415,4.3323718,4.109581905511812,4.121016017716536,576.5815715,579.2146127499999,221.99658063356435,222.9500792585324,67445260288,209.27268561431248,218.8846748063205,0.6116471848267115,supported
bfcl_v3,batch_sweep,1,32,0,"[""bfcl_v3:multi_turn_base_10""]",3786,3786,3786,5,20,20,640,80.534289,83.0413593,4.4521584999999995,4.6419984,4.469146016129033,4.489427903225807,219.252883,222.04472610000002,145.94586563966746,146.58356540248116,67472523264,73.215422147634,100.61816551435794,0.4370764245197811,supported
bfcl_v3,batch_sweep,1,32,1,"[""bfcl_v3:multi_turn_base_9""]",3790,3790,3790,5,20,20,640,83.18088800000001,85.8817581,4.4902435,4.68376635,4.511846209677419,4.55081695483871,223.008483,227.1282025,143.4877362503342,144.34730913566625,67472523264,73.221614359231,80.9552016254387,0.4370299438813148,supported
bfcl_v3,batch_sweep,1,32,2,"[""bfcl_v3:multi_turn_base_1""]",3798,3798,3798,5,20,20,640,83.859932,86.49221544999999,4.5005155,4.75266275,4.523815048387096,4.584502724193548,224.40205650000001,228.69221910000002,142.5981089074035,144.109230978099,67472523264,74.07428879309148,87.41790346824999,0.4320005443019384,supported
bfcl_v3,batch_sweep,1,32,3,"[""bfcl_v3:multi_turn_base_12""]",3798,3798,3798,5,20,20,640,83.676182,119.44155355000044,4.4980585,4.7367180499999995,4.5191806129032255,4.560725180645162,224.0986355,261.53792495000044,142.78998514600556,143.85297014960406,67472523264,74.61349160993498,114.54176560226867,0.4288773637496346,supported
bfcl_v3,batch_sweep,1,32,4,"[""bfcl_v3:multi_turn_base_3""]",3804,3804,3804,5,20,20,640,82.3964965,86.8820761,4.4757774999999995,4.766291450000001,4.504732774193549,4.56487815,222.312935,227.5242691,143.93679569281502,145.81810659244087,67472523264,74.919947881486,99.69657627853924,0.42712279307807066,supported
bfcl_v3,batch_sweep,1,32,5,"[""bfcl_v3:multi_turn_base_6""]",3811,3811,3811,5,20,20,640,80.26906249999999,82.81994440000001,4.4565245,4.6875457,4.486901112903226,4.527906351612903,219.62892,221.74818315,145.69619618199187,147.11348031517704,67472523264,75.320969724344,84.30832669491559,0.4248520310890791,supported
bfcl_v3,batch_sweep,1,32,6,"[""bfcl_v3:multi_turn_base_14""]",5400,5400,5400,5,20,20,640,80.78106249999999,87.85527125,4.4539245,4.66888435,4.468911725806452,4.493828243548387,219.3791215,226.0007124,145.86181075438577,150.52186983876024,67472523264,79.25011058684774,101.07394323342592,0.40378620014951094,supported
bfcl_v3,batch_sweep,1,32,7,"[""bfcl_v3:multi_turn_base_2""]",5597,5597,5597,5,20,20,640,81.9220435,86.24555495000001,4.48205,4.7723736500000005,4.505279096774194,4.56617120483871,221.069221,227.1739973,144.7469176935138,146.91693418301818,67472523264,81.36141498446749,97.44932266638939,0.393306860529974,supported
bfcl_v3,batch_sweep,1,32,8,"[""bfcl_v3:multi_turn_base_15""]",6535,6535,6535,5,20,20,640,82.52086800000001,86.22984079999999,4.4738085000000005,4.81673675,4.510219080645161,4.55851774032258,222.3146695,225.78764024999998,143.936268146928,148.4486201837067,67472523264,84.78614945673276,102.34181205107028,0.37746796915080155,supported
bfcl_v3,batch_sweep,1,32,9,"[""bfcl_v3:multi_turn_base_11""]",6643,6643,6643,5,20,20,640,81.770802,84.5361882,4.467918,4.748372849999999,4.49935406451613,4.54296915,221.516973,224.5850788,144.45451044768686,145.43259665184064,67472523264,85.61633081644575,117.58858544886702,0.3737609771211629,supported
bfcl_v3,batch_sweep,1,32,10,"[""bfcl_v3:multi_turn_base_4""]",6644,6644,6644,5,20,20,640,82.3349515,87.1768956,4.4677465,4.7361096,4.5032943870967745,4.560651567741935,221.6147805,227.5411815,144.39048344370974,145.75468725364772,67472523264,83.95286377688674,110.27194772443895,0.3811777060883076,supported
bfcl_v3,batch_sweep,1,32,11,"[""bfcl_v3:multi_turn_base_0""]",6646,6646,6646,5,20,20,640,81.2349165,83.5997572,4.477133500000001,4.717450349999999,4.508455435483871,4.540831395161291,221.15029099999998,224.34008155,144.69352623233158,145.74136055968881,67472523264,84.96306155887675,123.94712967364029,0.37663703505084567,supported
bfcl_v3,batch_sweep,1,32,12,"[""bfcl_v3:multi_turn_base_5""]",6653,6653,6653,5,20,20,640,80.826829,84.37548275,4.465294500000001,4.67001875,4.4850642419354845,4.514159258064516,220.37974450000002,223.38720010000003,145.19952607007718,146.67728962610175,67472523264,85.27889810627926,104.74378427063452,0.37524323713971686,supported
bfcl_v3,batch_sweep,1,32,13,"[""bfcl_v3:multi_turn_base_13""]",6662,6662,6662,5,20,20,640,82.057456,84.783866,4.464821000000001,4.74018385,4.492977758064516,4.548748619354839,222.0623305,225.08536320000002,144.09954927818933,145.8999236175263,67472523264,87.20019122181725,98.60328211747304,0.36697666986972655,supported
bfcl_v3,batch_sweep,1,32,14,"[""bfcl_v3:multi_turn_base_7""]",6664,6664,6664,5,20,20,640,81.706794,84.1129875,4.4625325,4.6897597,4.489474564516129,4.5272471870967745,221.142705,223.7800212,144.698246384145,146.2279605223731,67472523264,85.34444725316175,99.76533066180764,0.3749543291417598,supported
bfcl_v3,batch_sweep,1,32,15,"[""bfcl_v3:multi_turn_base_8""]",6679,6679,6679,5,20,20,640,81.374728,124.92006755000055,4.4638675,4.6660884000000005,4.486281629032258,4.521586969354838,220.540124,264.00200440000054,145.09351993260213,146.23500817515705,67472523264,86.12320700829275,126.86073284079347,0.3715646137269471,supported
bfcl_v3,batch_sweep,2,32,0,"[""bfcl_v3:multi_turn_base_10"", ""bfcl_v3:multi_turn_base_9""]",3786,3790,3790,5,20,40,1280,80.71916,85.1295217,5.08282,5.336147550000001,5.110605919354839,5.150567730645161,238.85617200000002,243.31799965,267.82487123523356,270.0154327102749,67472523264,96.83260336568324,110.82982889923922,0.6609344160120705,supported
bfcl_v3,batch_sweep,2,32,1,"[""bfcl_v3:multi_turn_base_1"", ""bfcl_v3:multi_turn_base_12""]",3798,3798,3798,5,20,40,1280,80.9182705,82.8246289,5.092522,5.3096793,5.107732532258065,5.156567351612903,239.689899,242.6035978,266.9043288745146,269.41506476468555,67472523264,98.32354206209351,101.85954555952975,0.6509127002129151,supported
bfcl_v3,batch_sweep,2,32,2,"[""bfcl_v3:multi_turn_base_3"", ""bfcl_v3:multi_turn_base_6""]",3804,3811,3811,5,20,40,1280,81.467814,154.0672988499963,5.093245,5.295424499999999,5.104664532258065,5.166983788709678,239.9131875,311.98203889999627,266.66726649385066,268.8830570643323,67472523264,97.052091253268,122.23847205305657,0.659442968899824,supported
bfcl_v3,batch_sweep,2,32,3,"[""bfcl_v3:multi_turn_base_14"", ""bfcl_v3:multi_turn_base_2""]",5400,5597,5597,5,20,40,1280,81.31573900000001,82.21980479999999,5.1005199999999995,5.29429735,5.1157764354838715,5.141872379032258,240.0933665,240.9217004,266.43691438768457,267.582877822999,67472523264,113.953254022262,117.10649718081471,0.5616338501495728,supported
bfcl_v3,batch_sweep,2,32,4,"[""bfcl_v3:multi_turn_base_11"", ""bfcl_v3:multi_turn_base_15""]",6535,6643,6643,5,20,40,1280,92.78571500000001,93.4338997,5.1076785000000005,5.305665,5.122806499999999,5.148857072580645,251.6756585,252.74293244999998,254.18530262405926,255.7221218222321,67472523264,125.47018567797099,139.5190607118731,0.5100842531344825,supported
bfcl_v3,batch_sweep,2,32,5,"[""bfcl_v3:multi_turn_base_0"", ""bfcl_v3:multi_turn_base_4""]",6644,6646,6646,5,20,40,1280,93.3176045,94.4698268,5.0943235,5.27241415,5.108527741935484,5.137421180645162,251.6604465,253.5473143,254.21134487874735,255.2749378621378,67472523264,125.74906225190776,131.9596708585351,0.5089512040436778,supported
bfcl_v3,batch_sweep,2,32,6,"[""bfcl_v3:multi_turn_base_13"", ""bfcl_v3:multi_turn_base_5""]",6653,6662,6662,5,20,40,1280,93.8257155,94.9534622,5.111931500000001,5.336064449999999,5.131851370967742,5.16923380483871,252.9542535,254.40484709999998,252.97174697080362,253.54771485636542,67472523264,122.8587426614545,158.46060966007383,0.5209446066854105,supported
bfcl_v3,batch_sweep,2,32,7,"[""bfcl_v3:multi_turn_base_7"", ""bfcl_v3:multi_turn_base_8""]",6664,6679,6679,5,20,40,1280,94.291753,95.1942068,5.103714,5.33823745,5.127371693548387,5.160025224193548,253.3147295,254.60301919999998,252.50608779818316,254.5041399058476,67472523264,126.90689258938426,162.32159139630687,0.5043092601653336,supported
bfcl_v3,batch_sweep,4,32,0,"[""bfcl_v3:multi_turn_base_1"", ""bfcl_v3:multi_turn_base_10"", ""bfcl_v3:multi_turn_base_12"", ""bfcl_v3:multi_turn_base_9""]",3786,3798,3798,5,20,80,2560,103.14336499999999,104.11195185,5.6286305,5.931716300000001,5.636195129032258,5.683920716129032,277.95101950000003,281.73280415,460.17829809518145,461.6199902900261,68479156224,141.09134824730828,154.2175303913368,0.9072136719535949,supported
bfcl_v3,batch_sweep,4,32,1,"[""bfcl_v3:multi_turn_base_14"", ""bfcl_v3:multi_turn_base_2"", ""bfcl_v3:multi_turn_base_3"", ""bfcl_v3:multi_turn_base_6""]",3804,5597,5597,5,20,80,2560,127.059601,127.7645689,5.6785355,6.050674000000001,5.714404,5.824198251612903,304.24443599999995,307.41751655,420.46809143275084,422.51684552919227,69567578112,165.23510842918296,187.8828639970989,0.7746545812387415,supported
bfcl_v3,batch_sweep,4,32,2,"[""bfcl_v3:multi_turn_base_0"", ""bfcl_v3:multi_turn_base_11"", ""bfcl_v3:multi_turn_base_15"", ""bfcl_v3:multi_turn_base_4""]",6535,6646,6646,5,20,80,2560,175.54909400000003,254.30535524999567,5.620863,5.88350055,5.632402532258064,5.674207083870968,350.1828465,429.2276530999957,365.2665076705559,366.85600114327457,69567578112,206.10068800365673,245.33448236325955,0.6210629325130395,supported
bfcl_v3,batch_sweep,4,32,3,"[""bfcl_v3:multi_turn_base_13"", ""bfcl_v3:multi_turn_base_5"", ""bfcl_v3:multi_turn_base_7"", ""bfcl_v3:multi_turn_base_8""]",6653,6679,6679,5,20,80,2560,176.9095825,178.0246941,5.627629499999999,5.908541350000002,5.624421822580645,5.71096885,351.109061,354.71939025,364.3587410825668,367.66993854757726,69567578112,210.054182726635,224.48216339609556,0.6093677170419425,supported
bfcl_v3,batch_sweep,8,32,0,"[""bfcl_v3:multi_turn_base_1"", ""bfcl_v3:multi_turn_base_10"", ""bfcl_v3:multi_turn_base_12"", ""bfcl_v3:multi_turn_base_14"", ""bfcl_v3:multi_turn_base_2"", ""bfcl_v3:multi_turn_base_3"", ""bfcl_v3:multi_turn_base_6"", ""bfcl_v3:multi_turn_base_9""]",3786,5597,5597,5,20,160,5120,220.79873750000002,223.1430053,5.7924195,6.221162150000002,5.817074435483871,5.8430028677419354,401.067534,403.75541275,637.7536130039462,641.0536824875786,69567578112,257.4159553093615,267.4884207776401,0.9944997356539389,supported
bfcl_v3,batch_sweep,8,32,1,"[""bfcl_v3:multi_turn_base_0"", ""bfcl_v3:multi_turn_base_11"", ""bfcl_v3:multi_turn_base_13"", ""bfcl_v3:multi_turn_base_15"", ""bfcl_v3:multi_turn_base_4"", ""bfcl_v3:multi_turn_base_5"", ""bfcl_v3:multi_turn_base_7"", ""bfcl_v3:multi_turn_base_8""]",6535,6679,6679,5,20,160,5120,343.3934175,346.9521997,5.7927365,6.180088400000001,5.795221080645161,5.83260530967742,523.1824995,526.4778917,488.94597124356494,491.5458283684134,71763296256,369.0869590355378,410.9585039453401,0.6936035588440812,supported
bfcl_v3,batch_sweep,16,32,0,"[""bfcl_v3:multi_turn_base_0"", ""bfcl_v3:multi_turn_base_1"", ""bfcl_v3:multi_turn_base_10"", ""bfcl_v3:multi_turn_base_11"", ""bfcl_v3:multi_turn_base_12"", ""bfcl_v3:multi_turn_base_13"", ""bfcl_v3:multi_turn_base_14"", ""bfcl_v3:multi_turn_base_15"", ""bfcl_v3:multi_turn_base_2"", ""bfcl_v3:multi_turn_base_3"", ""bfcl_v3:multi_turn_base_4"", ""bfcl_v3:multi_turn_base_5"", ""bfcl_v3:multi_turn_base_6"", ""bfcl_v3:multi_turn_base_7"", ""bfcl_v3:multi_turn_base_8"", ""bfcl_v3:multi_turn_base_9""]",3786,6679,6679,5,20,320,10240,560.34077,562.2895913,6.754742,7.112925849999999,6.708677193548387,6.762439108064517,768.247126,770.57709755,665.9474015880392,667.7361961622781,76788072448,574.9697076088512,582.4450320689608,0.8904831177290898,supported
gpqa_diamond,b1_long,1,128,0,"[""gpqa_diamond:rec4JrWy7Il8ho5vk""]",137,137,137,5,20,20,2560,85.1385855,90.6642639,4.432302,4.719429750000001,4.446646417322834,4.546239742913386,649.4200645000001,668.0367112499999,197.0969599041219,198.38210622585663,67449454592,195.11673694137772,212.54779000466596,0.6560175870023255,supported
gpqa_diamond,b1_long,1,128,1,"[""gpqa_diamond:rec06pnAkLOr2t2mp""]",139,139,139,5,20,20,2560,84.75720949999999,103.94803920000018,4.4287525,4.70057045,4.44168,4.545285059842519,648.114796,691.4107101500002,197.49383539042296,198.12188861653266,67449454592,192.82894032647823,212.10424218604882,0.6638011582516591,supported
gpqa_diamond,b1_long,1,128,2,"[""gpqa_diamond:rec0Arme2jcXQZnAW""]",139,139,139,5,20,20,2560,84.5384775,88.8961888,4.4446200000000005,4.66249945,4.449432330708662,4.5354757086614175,649.5968195,664.5451961,197.0434823022597,197.70138489814013,67449454592,194.15922160491678,208.91024034404342,0.659252867427814,supported
gpqa_diamond,b1_long,1,128,3,"[""gpqa_diamond:rec0yTRmO1o1xCA6H""]",146,146,146,5,20,20,2560,88.1271785,101.69478930000001,4.493908,4.905802150000001,4.5478792874015745,4.60011132519685,666.6525340000001,674.9747887,192.00222574795148,193.95379170343338,67470426112,198.55110000964376,217.5985849423537,0.6446704477875971,supported
gpqa_diamond,b1_long,1,128,4,"[""gpqa_diamond:rec0VuKUjt1SZ7NYv""]",147,147,147,5,20,20,2560,85.0850845,93.3419169,4.451784,4.746544750000001,4.459036570866141,4.593107083858268,651.365112,678.00014665,196.50844721700122,197.63602977038911,67470426112,195.96210484136373,217.8420046024134,0.6531875177221574,supported
gpqa_diamond,b1_long,1,128,5,"[""gpqa_diamond:rec0wZvZgiz320KRs""]",156,156,156,5,20,20,2560,88.9860205,109.13163230000022,4.48328,4.76214165,4.528017543307087,4.553586395669291,663.8501,686.3072283000002,192.812813627808,196.87163950510111,67470426112,197.6283598259035,230.3954538660907,0.6476834729572746,supported
gpqa_diamond,b1_long,1,128,6,"[""gpqa_diamond:rec4UqStf9WUVif1f""]",159,159,159,5,20,20,2560,88.9229095,93.0227409,4.460559,4.6875706,4.496771909448819,4.51841576535433,661.5398345,664.5120192,193.48584227286528,197.52695309090157,67470426112,195.87143020470228,214.70504836631716,0.653490007549251,supported
gpqa_diamond,b1_long,1,128,7,"[""gpqa_diamond:rec2UlKqC6RFHdcro""]",177,177,177,5,20,20,2560,89.0914455,93.0016723,4.4909110000000005,4.744560500000001,4.521746342519686,4.55470455,662.6634135,669.6332259000001,193.15793844877237,193.93029315495087,67470426112,195.44486822597275,222.41638914433588,0.6549165271095343,supported
gpqa_diamond,b1_long,1,128,8,"[""gpqa_diamond:rec1oj2DveQWl9Rpw""]",185,185,185,5,20,20,2560,88.075188,91.13867905000001,4.487189,4.7168156,4.510299456692913,4.529624573622047,661.1090859999999,663.9570888,193.61212412808797,194.2450855763581,67470426112,196.05592946125074,213.16097587460507,0.652875589831162,supported
gpqa_diamond,b1_long,1,128,9,"[""gpqa_diamond:rec260hNUCEj109Dj""]",190,190,190,5,20,20,2560,88.9016925,94.0147188,4.481313999999999,4.712405250000001,4.489548283464567,4.583413202755906,659.3089095,672.9434639,194.14099111896323,195.29063226432058,67470426112,196.3120162067617,214.26137290748363,0.6520260465196861,supported
gpqa_diamond,b1_long,1,128,10,"[""gpqa_diamond:rec32C1ZEapBnCC0E""]",229,229,229,5,20,20,2560,87.5121595,111.25184615000028,4.465911,4.6630961,4.481849515748031,4.499275149212599,656.6232865,680.7799046500003,194.93485656488957,195.39041242301585,67470426112,194.95092249444124,231.1812214129531,0.6565791623310961,supported
gpqa_diamond,b1_long,1,128,11,"[""gpqa_diamond:rec2fsnzUuvNtUYK8""]",239,239,239,5,20,20,2560,89.8110955,94.19571175,4.4922255,4.90613175,4.499748838582677,4.658004176377953,661.9659165,682.69124055,193.36114283681675,195.40178363162315,67470426112,201.35635407916828,214.74300516987986,0.635689037957669,supported
gpqa_diamond,b1_long,1,128,12,"[""gpqa_diamond:rec47oNPXudlTIk4y""]",262,262,262,5,20,20,2560,85.9255225,90.85366995000001,4.522263000000001,4.96889645,4.592043625984252,4.654645403543307,669.547352,676.5075071,191.17291126591704,193.35485669364334,67470426112,198.253040149747,208.62777029975086,0.6456407050675783,supported
gpqa_diamond,b1_long,1,128,13,"[""gpqa_diamond:rec1zl5LvaatzGhFt""]",358,358,358,5,20,20,2560,84.2750565,88.36011395,4.495248500000001,4.829822750000001,4.5284970944881895,4.593912446062992,660.395834,669.1238151,193.82249431080243,196.28151528288961,67470426112,197.75179927553398,208.84779588629218,0.647276775467164,supported
gpqa_diamond,b1_long,1,128,14,"[""gpqa_diamond:rec4L69T0Y1AS4AFS""]",362,362,362,5,20,20,2560,83.5344965,85.85650600000001,4.475956,4.731845600000001,4.504098484251968,4.542720461811023,656.179315,660.435315,195.0667726623829,196.1171345840234,67470426112,196.85298098705977,208.54916308151334,0.6502315135342959,supported
gpqa_diamond,b1_long,1,128,15,"[""gpqa_diamond:rec2ZTsqazBZ3LTWZ""]",456,456,456,5,20,20,2560,83.1763455,84.7293204,4.468393000000001,4.66175515,4.487069885826772,4.510876649212599,653.3270835000001,656.15728315,195.91821210334518,196.65385573869375,67472523264,194.56133854848025,217.23387456141674,0.6578924803785224,supported
gpqa_diamond,batch_sweep,1,32,0,"[""gpqa_diamond:rec4JrWy7Il8ho5vk""]",137,137,137,5,20,20,640,84.311976,90.4075967,4.453977,4.65383255,4.475920370967742,4.495900853225806,223.101011,229.4268548,143.4289903184653,144.2817444554006,67472523264,60.877067723763005,69.0415166782795,0.5256527564387743,supported
gpqa_diamond,batch_sweep,1,32,1,"[""gpqa_diamond:rec06pnAkLOr2t2mp""]",139,139,139,5,20,20,640,84.6056655,86.2048856,4.4616185,4.72143775,4.493513661290322,4.505006388709678,223.846381,225.42338815,142.95143310483252,144.8691076953559,67472523264,61.289798364549,69.08453570170505,0.5221101567242101,supported
gpqa_diamond,batch_sweep,1,32,2,"[""gpqa_diamond:rec0Arme2jcXQZnAW""]",139,139,139,5,20,20,640,83.68390600000001,85.5678089,4.4685995,4.6541599,4.488063887096774,4.523229187096774,222.736233,225.7879137,143.66382562041954,144.3926816507743,67472523264,60.88303897590125,73.42236352794099,0.5255998796437764,supported
gpqa_diamond,batch_sweep,1,32,3,"[""gpqa_diamond:rec0yTRmO1o1xCA6H""]",146,146,146,5,20,20,640,83.4655415,84.55898805000001,4.4611905,4.65622605,4.476604822580645,4.503093464516129,222.05129749999998,223.70183205,144.1069635931351,144.9436829873797,67472523264,61.62489070838425,75.51943652346172,0.5192750616311723,supported
gpqa_diamond,batch_sweep,1,32,4,"[""gpqa_diamond:rec0VuKUjt1SZ7NYv""]",147,147,147,5,20,20,640,83.23982799999999,85.82521940000001,4.4500779999999995,4.67715015,4.47608679032258,4.502941414516129,221.77997399999998,225.1427259,144.28334458155976,144.88713749094717,67472523264,61.005085460075,69.92860314655803,0.524547459291814,supported
gpqa_diamond,batch_sweep,1,32,5,"[""gpqa_diamond:rec0wZvZgiz320KRs""]",156,156,156,5,20,20,640,83.91300849999999,85.73813425,4.449778,4.6167736999999995,4.46953564516129,4.48768434516129,222.18568299999998,223.58883985,144.01982692497174,145.63127049313493,67472523264,61.216054453914,80.65646561489385,0.5227417013396121,supported
gpqa_diamond,batch_sweep,1,32,6,"[""gpqa_diamond:rec4UqStf9WUVif1f""]",159,159,159,5,20,20,640,83.76395199999999,85.31888805000001,4.4499075,4.61642495,4.468932838709677,4.494278187096774,222.2372125,223.74627265,143.9864626205325,145.34577689679895,67472523264,60.728501403633494,85.53850856500453,0.5269361320290387,supported
gpqa_diamond,batch_sweep,1,32,7,"[""gpqa_diamond:rec2UlKqC6RFHdcro""]",177,177,177,5,20,20,640,84.1787115,85.67508715,4.44411,4.62792985,4.462252080645161,4.480721925806452,222.5079145,224.19252,143.81103888406216,144.42074894678368,67472523264,61.267135635599004,68.43261334901597,0.522302857397871,supported
gpqa_diamond,batch_sweep,1,32,8,"[""gpqa_diamond:rec1oj2DveQWl9Rpw""]",185,185,185,5,20,20,640,84.1735565,87.92839575,4.4432605,4.648894100000001,4.466094161290322,4.487006567741936,222.369531,226.4154292,143.90053131399196,144.39588030554114,67472523264,60.490661204987504,76.73666803690918,0.529007420676813,supported
gpqa_diamond,batch_sweep,1,32,9,"[""gpqa_diamond:rec260hNUCEj109Dj""]",190,190,190,5,20,20,640,84.285927,85.8669421,4.436657,4.6177705,4.4527877903225805,4.465716161290322,222.116314,224.1308175,144.0644914939814,144.74996801062,67472523264,61.002469115435005,74.65685577178888,0.5245708448225818,supported
gpqa_diamond,batch_sweep,1,32,10,"[""gpqa_diamond:rec32C1ZEapBnCC0E""]",229,229,229,5,20,20,640,84.2502815,85.7973908,4.43783,4.62859975,4.452488483870967,4.479259059677419,222.32016,224.29391625,143.9323243955342,144.8370950232215,67472523264,60.980131317693996,83.15231475870915,0.5247610884538417,supported
gpqa_diamond,batch_sweep,1,32,11,"[""gpqa_diamond:rec2fsnzUuvNtUYK8""]",239,239,239,5,20,20,640,84.21817050000001,85.6263177,4.453633,4.6478699,4.472919903225806,4.507108462903226,222.851449,224.96103715,143.58927577331434,144.4330156171295,67472523264,61.48950966842926,76.1129262924875,0.5204181791766238,supported
gpqa_diamond,batch_sweep,1,32,12,"[""gpqa_diamond:rec47oNPXudlTIk4y""]",262,262,262,5,20,20,640,79.9222555,81.2908925,4.444418000000001,4.6308416999999995,4.466962822580645,4.488421783870968,218.22265,220.7870227,146.63525157083293,148.52491710240983,67472523264,60.232115190207494,74.31207852406244,0.531279179988521,supported
