state_mode,model,case,phase,batch,tokens,weight_precision,weight_precision_policy,variant,cycles,latency_us_proxy,speedup_vs_A,speedup_vs_B,speedup_vs_C_fixed,speedup_vs_D_phased,bank_stall_cycles,matrix_sram_service_cycles,matrix_sram_ideal_cycles,recurrence_cycles,recurrence_coefficient_prep_cycles,recurrence_coefficient_prep_elementwise_ops,recurrence_coefficient_prep_exp_ops,recurrence_issue_cycles,recurrence_vector_arithmetic_cycles,vector_cycle_share,lcompute_cycle_share,physical_hbm_read_bytes,physical_hbm_write_bytes
plena_bf16_matrix_streamed,kimi_k3,decode_b4_t1,decode,4,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,151005336,151005.336,1.334894973512724,1.1546934473891703,1.0516759752118958,1.0,0,2995704,2995704,5166720,16905,20428416,6809472,258336,1912680,0.0021246335295065336,0.03421547964371272,215642088320,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b4_t1,decode,4,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,151005336,151005.336,1.334894973512724,1.1546934473891703,1.0516759752118958,1.0,0,2995704,2995704,5166720,16905,20428416,6809472,258336,1912680,0.0021246335295065336,0.03421547964371272,215642088320,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b8_t1,decode,8,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,331909903,331909.903,1.0,0.8360314545962794,0.7422940405607602,0.6952731597164789,0,0,0,111475296,33465,40856832,13618944,111475296,0,0.3377909124935028,0.0,320148373248,1910104064
plena_bf16_matrix_streamed,kimi_k3,decode_b8_t1,decode,8,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,277487119,277487.119,1.1961272443785038,1.0,0.8878781252545276,0.8316351686220073,0,0,0,57052512,33465,40856832,13618944,57052512,0,0.20791366895844993,0.0,320148373248,1910104064
plena_bf16_matrix_streamed,kimi_k3,decode_b8_t1,decode,8,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,246374743,246374.743,1.347175034902015,1.1262807040249252,1.0,0.9366546432074817,0,7660656,7660656,23713920,33465,40856832,13618944,12227904,3825360,0.0026011310745436274,0.09625142460321105,321884815104,3646545920
plena_bf16_matrix_streamed,kimi_k3,decode_b8_t1,decode,8,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,230768047,230768.047,1.4382836242488979,1.2024503505028146,1.0676293629160887,1.0,0,5991408,5991408,10333440,33465,40856832,13618944,516672,3825360,0.002777043911976254,0.0447784696986234,320148373248,1910104064
plena_bf16_matrix_streamed,kimi_k3,decode_b8_t1,decode,8,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,230768047,230768.047,1.4382836242488979,1.2024503505028146,1.0676293629160887,1.0,0,5991408,5991408,10333440,33465,40856832,13618944,516672,3825360,0.002777043911976254,0.0447784696986234,320148373248,1910104064
plena_bf16_matrix_streamed,kimi_k3,decode_b16_t1,decode,16,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,592576883,592576.883,1.0,0.8163182346078796,0.7113111818774747,0.6586371864931491,0,0,0,222950592,66585,81713664,27237888,222950592,0,0.3784003585573553,0.0,529160943104,3820208128
plena_bf16_matrix_streamed,kimi_k3,decode_b16_t1,decode,16,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,483731315,483731.315,1.2250124493180683,1.0,0.8713650531390551,0.8068387530379338,0,0,0,114105024,66585,81713664,27237888,114105024,0,0.23853270074111285,0.0,529160943104,3820208128
plena_bf16_matrix_streamed,kimi_k3,decode_b16_t1,decode,16,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,421506563,421506.563,1.4058544635282464,1.1476246337829856,1.0,0.9259480284770797,0,15321312,15321312,47427840,66585,81713664,27237888,24455808,7650720,0.0030384176960015687,0.11251981383739451,532633826816,7293091840
plena_bf16_matrix_streamed,kimi_k3,decode_b16_t1,decode,16,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,390293171,390293.171,1.5182865779632102,1.2394050189517665,1.0799742201997176,1.0,0,11982816,11982816,20666880,66585,81713664,27237888,1033344,7650720,0.003281412781880316,0.0529521947490083,529160943104,3820208128
plena_bf16_matrix_streamed,kimi_k3,decode_b16_t1,decode,16,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,390293171,390293.171,1.5182865779632102,1.2394050189517665,1.0799742201997176,1.0,0,11982816,11982816,20666880,66585,81713664,27237888,1033344,7650720,0.003281412781880316,0.0529521947490083,529160943104,3820208128
plena_bf16_matrix_streamed,kimi_k3,decode_b32_t1,decode,32,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,1113911422,1113911.422,1.0,0.8045705145844173,0.6928475341551888,0.6368046722479878,0,0,0,445901184,133170,163427328,54475776,445901184,0,0.4026013461598206,0.0,947186082816,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b32_t1,decode,32,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,896220286,896220.286,1.2428991391966773,1.0,0.8611396037960247,0.7914839789734462,0,0,0,228210048,133170,163427328,54475776,228210048,0,0.2574937273847872,0.0,947186082816,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b32_t1,decode,32,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,771770782,771770.782,1.443318985351275,1.1612518987535343,1.0,0.919112273415917,0,30642624,30642624,94855680,133170,163427328,54475776,48911616,15301440,0.0033184127460269674,0.12290654454964842,954131850240,14586183680
plena_bf16_matrix_streamed,kimi_k3,decode_b32_t1,decode,32,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,709343998,709343.998,1.5703402370932587,1.263449452630739,1.088006361054739,1.0,0,23965632,23965632,41333760,133170,163427328,54475776,2066688,15301440,0.0036104541762824642,0.05827040211313665,947186082816,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b32_t1,decode,32,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,709343998,709343.998,1.5703402370932587,1.263449452630739,1.088006361054739,1.0,0,23965632,23965632,41333760,133170,163427328,54475776,2066688,15301440,0.0036104541762824642,0.05827040211313665,947186082816,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b64_t1,decode,64,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,2024120969,2024120.969,1.0,0.7849030375812485,0.6619365346834664,0.6002537099352583,0,0,0,891802368,265995,326854656,108951552,891802368,0,0.4431176657604203,0.0,1576599781376,15280832512
plena_bf16_matrix_streamed,kimi_k3,decode_b64_t1,decode,64,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,1588738697,1588738.697,1.2740427188071444,1.0,0.8433354223259031,0.7647488685799916,0,0,0,456420096,265995,326854656,108951552,456420096,0,0.29050811682973693,0.0,1576599781376,15280832512
plena_bf16_matrix_streamed,kimi_k3,decode_b64_t1,decode,64,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,1339839620,1339839.62,1.5107188493201895,1.185767813762665,1.0,0.9068145939735682,0,61285248,61285248,189711360,265995,326854656,108951552,97823232,30602880,0.003822391070955194,0.14159258852190085,1590491316224,29172367360
plena_bf16_matrix_streamed,kimi_k3,decode_b64_t1,decode,64,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,1214986121,1214986.121,1.6659622147239326,1.3076188028323987,1.1027612553279529,1.0,0,47931264,47931264,82667520,265995,326854656,108951552,4133376,30602880,0.004215184775760908,0.06803988833383555,1576599781376,15280832512
plena_bf16_matrix_streamed,kimi_k3,decode_b64_t1,decode,64,1,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,1214986121,1214986.121,1.6659622147239326,1.3076188028323987,1.1027612553279529,1.0,0,47931264,47931264,82667520,265995,326854656,108951552,4133376,30602880,0.004215184775760908,0.06803988833383555,1576599781376,15280832512
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t4,decode,1,4,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,415306236,415306.236,1.0,0.9344787300521055,0.8970209154287777,0.878231532261413,0,0,0,55737648,17940,20428416,6809472,55737648,0,0.1349902099712271,0.0,549049664512,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t4,decode,1,4,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,388094844,388094.844,1.0701153143894897,1.0,0.9599158189280144,0.9398090122526853,0,0,0,28526256,17940,20428416,6809472,28526256,0,0.07433977659337314,0.0,549049664512,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t4,decode,1,4,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,372538380,372538.38,1.114801207864811,1.0417580169860619,1.0,0.9790535729499871,0,3830328,3830328,11856960,17940,20428416,6809472,6113952,1912680,0.0008713947808545256,0.03182748580159714,549917885440,1823272960
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t4,decode,1,4,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,364735032,364735.032,1.1386518967555603,1.0640459784515572,1.021394566782387,1.0,0,2995704,2995704,5166720,17940,20428416,6809472,258336,1912680,0.0008900378946873411,0.014165680690633523,549049664512,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t4,decode,1,4,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,364735032,364735.032,1.1386518967555603,1.0640459784515572,1.021394566782387,1.0,0,2995704,2995704,5166720,17940,20428416,6809472,258336,1912680,0.0008900378946873411,0.014165680690633523,549049664512,955052032
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t32,decode,1,32,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,3322475808,3322475.808,1.0,0.9344792412104751,0.897021718810962,0.8782324822273018,0,0,0,445901184,143520,163427328,54475776,445901184,0,0.13498940245707275,0.0,4392409702400,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t32,decode,1,32,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,3104784672,3104784.672,1.0701147290384458,1.0,0.9599161535669937,0.9398095147514307,0,0,0,228210048,143520,163427328,54475776,228210048,0,0.07433941879496628,0.0,4392409702400,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t32,decode,1,32,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,2980332960,2980332.96,1.114800209437002,1.0417576538159683,1.0,0.979053755121374,0,30642624,30642624,94855680,143520,163427328,54475776,48911616,15301440,0.0008716609972330071,0.0318272089974806,4399355469824,14586183680
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t32,decode,1,32,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,2917906176,2917906.176,1.138650665099384,1.0640454095258751,1.0213943767326945,1.0,0,23965632,23965632,41333760,143520,163427328,54475776,2066688,15301440,0.0008903096409910063,0.014165554855729534,4392409702400,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t32,decode,1,32,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,2917906176,2917906.176,1.138650665099384,1.0640454095258751,1.0213943767326945,1.0,0,23965632,23965632,41333760,143520,163427328,54475776,2066688,15301440,0.0008903096409910063,0.014165554855729534,4392409702400,7640416256
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t128,decode,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,13290260568,13290260.568,1.0,0.9344810028708836,0.897024487593929,0.878235756197553,0,0,0,1783604736,574080,653709312,217903104,1783604736,0,0.13498678425610233,0.0,17569808678912,30561665024
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t128,decode,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,12419496024,12419496.024,1.070112711684701,1.0,0.9599173068667186,0.9398112465630272,0,0,0,912840192,574080,653709312,217903104,912840192,0,0.07433836205719453,0.0,17569808678912,30561665024
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t128,decode,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,11921689176,11921689.176,1.1147967684608924,1.041756402188555,1.0,0.9790543829558402,0,122570496,122570496,379422720,574080,653709312,217903104,195646464,61205760,0.0008727622274321908,0.031826255021295984,17597591748608,58344734720
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t128,decode,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,11671982040,11671982.04,1.1386464203298243,1.064043448785156,1.0213937217470221,1.0,0,95862528,95862528,165335040,574080,653709312,217903104,8266752,61205760,0.0008914338596771864,0.014165121179367407,17569808678912,30561665024
plena_bf16_matrix_streamed,kimi_k3,decode_b1_t128,decode,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,11671982040,11671982.04,1.1386464203298243,1.064043448785156,1.0213937217470221,1.0,0,95862528,95862528,165335040,574080,653709312,217903104,8266752,61205760,0.0008914338596771864,0.014165121179367407,17569808678912,30561665024
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,368904485,368904.485,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.01927083646055428,0.0,524456506880,259145728
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,368904485,368904.485,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.01927083646055428,0.0,524456506880,259145728
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,368904485,368904.485,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.01927083646055428,0.0,524456506880,259145728
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,368904485,368904.485,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.01927083646055428,0.0,524456506880,259145728
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s16,prefill,1,16,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,368904485,368904.485,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.01927083646055428,0.0,524456506880,259145728
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,A_original_fixed,1259436407,1259436.407,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.04516765728211952,0.0,1557972203520,411336704
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,B_arlo_static,1259436407,1259436.407,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.04516765728211952,0.0,1557972203520,411336704
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,C_fixed_single_base_descriptor,1259436407,1259436.407,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.04516765728211952,0.0,1557972203520,411336704
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,D_compact_phased_mapping,1259436407,1259436.407,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.04516765728211952,0.0,1557972203520,411336704
plena_bf16_matrix_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,mxfp4,kimi_k3_mxfp4_checkpoint_mixed_v1,E_phased_plus_static_overlap,1259436407,1259436.407,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.04516765728211952,0.0,1557972203520,411336704
