schema_version,model,model_revision,implementation,phase,batch,sequence_length,dtype,conv_state_dtype,ssm_state_dtype,warmup_iterations,measured_iterations,mean_ms,median_ms,p95_ms,min_ms,max_ms,stddev_ms,baseline_vram_mib,peak_vram_mib,incremental_peak_vram_mib,output_shape,output_all_finite,state_storage_stable,fast_path,hidden_size,projection_size,num_mamba_heads,head_dim,state_dim,groups,conv_kernel,chunk_size,conv_state_shape,ssm_state_shape,timing_method,correctness_requirement
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,prefill,1,128,bfloat16,bfloat16,bfloat16,20,100,0.4997641599178314,0.49774399399757385,0.512251216173172,0.48585599660873413,0.5436800122261047,0.008947734303749984,85.38134765625,94.5068359375,9.12548828125,"[1,128,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[1,6144,4]","[1,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,prefill,1,512,bfloat16,bfloat16,bfloat16,20,100,0.7679737609624863,0.7515199780464172,0.8283952236175537,0.7361279726028442,1.2711039781570435,0.06367936302021229,89.32177734375,120.931640625,31.60986328125,"[1,512,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[1,6144,4]","[1,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,prefill,1,2048,bfloat16,bfloat16,bfloat16,20,100,1.213767681121826,1.2127519845962524,1.2337951481342315,1.1948800086975098,1.2706559896469116,0.013159990342525471,105.08349609375,220.896484375,115.81298828125,"[1,2048,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[1,6144,4]","[1,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,prefill,1,8192,bfloat16,bfloat16,bfloat16,20,100,4.0852169418334965,4.04638409614563,4.172974252700806,3.9177279472351074,4.198431968688965,0.07497211362177242,168.13037109375,624.693359375,456.56298828125,"[1,8192,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[1,6144,4]","[1,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,decode,1,1,bfloat16,bfloat16,bfloat16,20,100,0.23593119993805886,0.23448000103235245,0.24280320703983305,0.22867199778556824,0.27008000016212463,0.005897352174861742,84.0791015625,84.12744140625,0.04833984375,"[1,1,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[1,6144,4]","[1,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,decode,4,1,bfloat16,bfloat16,bfloat16,20,100,0.2582803204655647,0.24881599843502045,0.2837360128760338,0.2354239970445633,0.7999680042266846,0.058202723526941495,87.25,87.43896484375,0.18896484375,"[4,1,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[4,6144,4]","[4,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,decode,8,1,bfloat16,bfloat16,bfloat16,20,100,0.2465801592171192,0.2449600026011467,0.2606048077344894,0.2329919934272766,0.2788800001144409,0.00742853726883732,91.478515625,91.85546875,0.376953125,"[8,1,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[8,6144,4]","[8,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
nemotron3-mamba-layer-latency-v1,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,ce1b118ae66ec705d02c241525192832eb045fd3,official Hugging Face remote modeling_nemotron_h.py,decode,16,1,bfloat16,bfloat16,bfloat16,20,100,0.265948801189661,0.253151997923851,0.3158400103449821,0.23971199989318848,0.6497920155525208,0.06012600200269158,99.935546875,100.6884765625,0.7529296875,"[16,1,2688]",True,True,True,2688,10304,64,64,128,8,4,128,"[16,6144,4]","[16,64,64,128]",CUDA events; synchronize before reset and after event recording,"expected output shape, all finite, stable preallocated state storage"
