schema_version,case,phase,batch,sequence_length,launch_index,profiled_nvtx_range,profiled_range_instance_1_based,clock_control,Kernel Name,Kernel Name unit,Block Size,Block Size unit,Grid Size,Grid Size unit,gpu__time_duration.sum,gpu__time_duration.sum unit,dram__bytes_op_read.sum,dram__bytes_op_read.sum unit,dram__bytes_op_write.sum,dram__bytes_op_write.sum unit,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg unit,sm__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed unit,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__throughput.avg.pct_of_peak_sustained_elapsed unit,metric_substitution
nemotron3-mamba-ncu-v1,mamba_decode_b1,decode,1,1,0,mamba_state_update_output_fused,22,none,_selective_scan_update_kernel,,"(128, 1, 1)",,"(16, 1, 64)",,3808,ns,1067008,byte,0,byte,9634.38,cycle,13.67,%,15.96,%,Blackwell exposes dram__bytes_op_read/write.sum; requested dram__bytes_read/write.sum base names are unavailable
