sequence_length,mlen,chip_count,local_sequence_length,k_blocks,projection_tiles,policy,duplicate_physical_policy,matrix_sram_tiles,logical_matrix_sram_mb,resident_prefix_blocks,streaming_blocks,requested_residency_fraction,realized_residency_fraction,kv_tile_load_count,streaming_kv_tile_load_count,kv_tile_load_ratio_vs_streaming,kv_tile_load_reduction_pct,kv_cache_hits,peak_live_tiles,tile_utilization,q_tail_rows,tail_isa_limitation
8192,1024,1,8192,8,25,kv-25,True,25,39.3216,8,0,0.25,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
8192,1024,1,8192,8,25,kv-50,True,25,39.3216,8,0,0.5,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
8192,1024,1,8192,8,25,kv-75,True,25,39.3216,8,0,0.75,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
8192,1024,1,8192,8,25,kv-100,True,25,39.3216,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
8192,1024,2,4096,4,25,streaming,False,2,3.145728,0,4,0.0,0.0,20,20,1.0,0.0,0,2,1.0,0,
8192,1024,2,4096,4,25,projection-full,False,25,39.3216,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.32,0,
8192,1024,2,4096,4,25,kv-25,True,25,39.3216,4,0,0.25,1.0,8,20,0.4,60.0,20,8,0.32,0,
8192,1024,2,4096,4,25,kv-50,True,25,39.3216,4,0,0.5,1.0,8,20,0.4,60.0,20,8,0.32,0,
8192,1024,2,4096,4,25,kv-75,True,25,39.3216,4,0,0.75,1.0,8,20,0.4,60.0,20,8,0.32,0,
8192,1024,2,4096,4,25,kv-100,True,25,39.3216,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.32,0,
8192,1024,4,2048,2,25,streaming,False,2,3.145728,0,2,0.0,0.0,6,6,1.0,0.0,0,2,1.0,0,
8192,1024,4,2048,2,25,projection-full,False,25,39.3216,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.16,0,
8192,1024,4,2048,2,25,kv-25,True,25,39.3216,2,0,0.25,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.16,0,
8192,1024,4,2048,2,25,kv-50,True,25,39.3216,2,0,0.5,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.16,0,
8192,1024,4,2048,2,25,kv-75,True,25,39.3216,2,0,0.75,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.16,0,
8192,1024,4,2048,2,25,kv-100,True,25,39.3216,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.16,0,
8192,1024,8,1024,1,25,streaming,False,2,3.145728,0,1,0.0,0.0,2,2,1.0,0.0,0,2,1.0,0,
8192,1024,8,1024,1,25,projection-full,False,25,39.3216,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.08,0,
8192,1024,8,1024,1,25,kv-25,True,25,39.3216,1,0,0.25,1.0,2,2,1.0,0.0,2,2,0.08,0,
8192,1024,8,1024,1,25,kv-50,True,25,39.3216,1,0,0.5,1.0,2,2,1.0,0.0,2,2,0.08,0,
8192,1024,8,1024,1,25,kv-75,True,25,39.3216,1,0,0.75,1.0,2,2,1.0,0.0,2,2,0.08,0,
8192,1024,8,1024,1,25,kv-100,True,25,39.3216,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.08,0,
8192,2048,1,8192,4,13,streaming,False,2,12.582912,0,4,0.0,0.0,20,20,1.0,0.0,0,2,1.0,0,
8192,2048,1,8192,4,13,projection-full,False,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
8192,2048,1,8192,4,13,kv-25,True,13,81.788928,4,0,0.25,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
8192,2048,1,8192,4,13,kv-50,True,13,81.788928,4,0,0.5,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
8192,2048,1,8192,4,13,kv-75,True,13,81.788928,4,0,0.75,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
8192,2048,1,8192,4,13,kv-100,True,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
8192,2048,2,4096,2,13,streaming,False,2,12.582912,0,2,0.0,0.0,6,6,1.0,0.0,0,2,1.0,0,
8192,2048,2,4096,2,13,projection-full,False,13,81.788928,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
8192,2048,2,4096,2,13,kv-25,True,13,81.788928,2,0,0.25,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
8192,2048,2,4096,2,13,kv-50,True,13,81.788928,2,0,0.5,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
8192,2048,2,4096,2,13,kv-75,True,13,81.788928,2,0,0.75,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
8192,2048,2,4096,2,13,kv-100,True,13,81.788928,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
8192,2048,4,2048,1,13,streaming,False,2,12.582912,0,1,0.0,0.0,2,2,1.0,0.0,0,2,1.0,0,
8192,2048,4,2048,1,13,projection-full,False,13,81.788928,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,0,
8192,2048,4,2048,1,13,kv-25,True,13,81.788928,1,0,0.25,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,0,
8192,2048,4,2048,1,13,kv-50,True,13,81.788928,1,0,0.5,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,0,
8192,2048,4,2048,1,13,kv-75,True,13,81.788928,1,0,0.75,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,0,
8192,2048,4,2048,1,13,kv-100,True,13,81.788928,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,0,
8192,2048,8,1024,1,13,streaming,False,2,12.582912,0,1,0.0,0.0,2,2,1.0,0.0,0,2,1.0,1024,active_row_bmm_unavailable
8192,2048,8,1024,1,13,projection-full,False,13,81.788928,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,1024,active_row_bmm_unavailable
8192,2048,8,1024,1,13,kv-25,True,13,81.788928,1,0,0.25,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,1024,active_row_bmm_unavailable
8192,2048,8,1024,1,13,kv-50,True,13,81.788928,1,0,0.5,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,1024,active_row_bmm_unavailable
8192,2048,8,1024,1,13,kv-75,True,13,81.788928,1,0,0.75,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,1024,active_row_bmm_unavailable
8192,2048,8,1024,1,13,kv-100,True,13,81.788928,1,0,1.0,1.0,2,2,1.0,0.0,2,2,0.15384615384615385,1024,active_row_bmm_unavailable
32768,512,1,32768,64,50,streaming,False,2,0.786432,0,64,0.0,0.0,4160,4160,1.0,0.0,0,2,1.0,0,
32768,512,1,32768,64,50,projection-full,False,50,19.6608,24,40,0.375,0.375,1688,4160,0.40576923076923077,59.42307692307692,2520,50,1.0,0,
32768,512,1,32768,64,50,kv-25,True,50,19.6608,24,40,0.25,0.375,1688,4160,0.40576923076923077,59.42307692307692,2520,50,1.0,0,
32768,512,1,32768,64,50,kv-50,False,66,25.952256,32,32,0.5,0.5,1120,4160,0.2692307692307692,73.07692307692308,3104,66,1.0,0,
32768,512,1,32768,64,50,kv-75,False,98,38.535168,48,16,0.75,0.75,368,4160,0.08846153846153847,91.15384615384615,3888,98,1.0,0,
32768,512,1,32768,64,50,kv-100,False,128,50.331648,64,0,1.0,1.0,128,4160,0.03076923076923077,96.92307692307692,4160,128,1.0,0,
32768,512,2,16384,32,50,streaming,False,2,0.786432,0,32,0.0,0.0,1056,1056,1.0,0.0,0,2,1.0,0,
32768,512,2,16384,32,50,projection-full,False,50,19.6608,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
32768,512,2,16384,32,50,kv-25,True,50,19.6608,24,8,0.25,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
32768,512,2,16384,32,50,kv-50,True,50,19.6608,24,8,0.5,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
32768,512,2,16384,32,50,kv-75,True,50,19.6608,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
32768,512,2,16384,32,50,kv-100,False,64,25.165824,32,0,1.0,1.0,64,1056,0.06060606060606061,93.93939393939394,1056,64,1.0,0,
32768,512,4,8192,16,50,streaming,False,2,0.786432,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
32768,512,4,8192,16,50,projection-full,False,50,19.6608,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
32768,512,4,8192,16,50,kv-25,True,50,19.6608,16,0,0.25,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
32768,512,4,8192,16,50,kv-50,True,50,19.6608,16,0,0.5,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
32768,512,4,8192,16,50,kv-75,True,50,19.6608,16,0,0.75,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
32768,512,4,8192,16,50,kv-100,True,50,19.6608,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
32768,512,8,4096,8,50,streaming,False,2,0.786432,0,8,0.0,0.0,72,72,1.0,0.0,0,2,1.0,0,
32768,512,8,4096,8,50,projection-full,False,50,19.6608,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.32,0,
32768,512,8,4096,8,50,kv-25,True,50,19.6608,8,0,0.25,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.32,0,
32768,512,8,4096,8,50,kv-50,True,50,19.6608,8,0,0.5,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.32,0,
32768,512,8,4096,8,50,kv-75,True,50,19.6608,8,0,0.75,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.32,0,
32768,512,8,4096,8,50,kv-100,True,50,19.6608,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.32,0,
32768,1024,1,32768,32,25,streaming,False,2,3.145728,0,32,0.0,0.0,1056,1056,1.0,0.0,0,2,1.0,0,
32768,1024,1,32768,32,25,projection-full,False,25,39.3216,11,21,0.34375,0.34375,484,1056,0.4583333333333333,54.16666666666667,594,24,0.96,0,
32768,1024,1,32768,32,25,kv-25,True,25,39.3216,11,21,0.25,0.34375,484,1056,0.4583333333333333,54.16666666666667,594,24,0.96,0,
32768,1024,1,32768,32,25,kv-50,False,34,53.477376,16,16,0.5,0.5,304,1056,0.2878787878787879,71.21212121212122,784,34,1.0,0,
32768,1024,1,32768,32,25,kv-75,False,50,78.6432,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
32768,1024,1,32768,32,25,kv-100,False,64,100.663296,32,0,1.0,1.0,64,1056,0.06060606060606061,93.93939393939394,1056,64,1.0,0,
32768,1024,2,16384,16,25,streaming,False,2,3.145728,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
32768,1024,2,16384,16,25,projection-full,False,25,39.3216,11,5,0.6875,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
32768,1024,2,16384,16,25,kv-25,True,25,39.3216,11,5,0.25,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
32768,1024,2,16384,16,25,kv-50,True,25,39.3216,11,5,0.5,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
32768,1024,2,16384,16,25,kv-75,False,26,40.894464,12,4,0.75,0.75,44,272,0.16176470588235295,83.82352941176471,252,26,1.0,0,
32768,1024,2,16384,16,25,kv-100,False,32,50.331648,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,1.0,0,
32768,1024,4,8192,8,25,streaming,False,2,3.145728,0,8,0.0,0.0,72,72,1.0,0.0,0,2,1.0,0,
32768,1024,4,8192,8,25,projection-full,False,25,39.3216,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
32768,1024,4,8192,8,25,kv-25,True,25,39.3216,8,0,0.25,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
32768,1024,4,8192,8,25,kv-50,True,25,39.3216,8,0,0.5,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
32768,1024,4,8192,8,25,kv-75,True,25,39.3216,8,0,0.75,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
32768,1024,4,8192,8,25,kv-100,True,25,39.3216,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
32768,1024,8,4096,4,25,streaming,False,2,3.145728,0,4,0.0,0.0,20,20,1.0,0.0,0,2,1.0,0,
32768,1024,8,4096,4,25,projection-full,False,25,39.3216,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.32,0,
32768,1024,8,4096,4,25,kv-25,True,25,39.3216,4,0,0.25,1.0,8,20,0.4,60.0,20,8,0.32,0,
32768,1024,8,4096,4,25,kv-50,True,25,39.3216,4,0,0.5,1.0,8,20,0.4,60.0,20,8,0.32,0,
32768,1024,8,4096,4,25,kv-75,True,25,39.3216,4,0,0.75,1.0,8,20,0.4,60.0,20,8,0.32,0,
32768,1024,8,4096,4,25,kv-100,True,25,39.3216,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.32,0,
32768,2048,1,32768,16,13,streaming,False,2,12.582912,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
32768,2048,1,32768,16,13,projection-full,False,13,81.788928,5,11,0.3125,0.3125,142,272,0.5220588235294118,47.79411764705882,140,12,0.9230769230769231,0,
32768,2048,1,32768,16,13,kv-25,True,13,81.788928,5,11,0.25,0.3125,142,272,0.5220588235294118,47.79411764705882,140,12,0.9230769230769231,0,
32768,2048,1,32768,16,13,kv-50,False,18,113.246208,8,8,0.5,0.5,88,272,0.3235294117647059,67.64705882352942,200,18,1.0,0,
32768,2048,1,32768,16,13,kv-75,False,26,163.577856,12,4,0.75,0.75,44,272,0.16176470588235295,83.82352941176471,252,26,1.0,0,
32768,2048,1,32768,16,13,kv-100,False,32,201.326592,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,1.0,0,
32768,2048,2,16384,8,13,streaming,False,2,12.582912,0,8,0.0,0.0,72,72,1.0,0.0,0,2,1.0,0,
32768,2048,2,16384,8,13,projection-full,False,13,81.788928,5,3,0.625,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
32768,2048,2,16384,8,13,kv-25,True,13,81.788928,5,3,0.25,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
32768,2048,2,16384,8,13,kv-50,True,13,81.788928,5,3,0.5,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
32768,2048,2,16384,8,13,kv-75,False,14,88.080384,6,2,0.75,0.75,18,72,0.25,75.0,66,14,1.0,0,
32768,2048,2,16384,8,13,kv-100,False,16,100.663296,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,1.0,0,
32768,2048,4,8192,4,13,streaming,False,2,12.582912,0,4,0.0,0.0,20,20,1.0,0.0,0,2,1.0,0,
32768,2048,4,8192,4,13,projection-full,False,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
32768,2048,4,8192,4,13,kv-25,True,13,81.788928,4,0,0.25,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
32768,2048,4,8192,4,13,kv-50,True,13,81.788928,4,0,0.5,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
32768,2048,4,8192,4,13,kv-75,True,13,81.788928,4,0,0.75,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
32768,2048,4,8192,4,13,kv-100,True,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
32768,2048,8,4096,2,13,streaming,False,2,12.582912,0,2,0.0,0.0,6,6,1.0,0.0,0,2,1.0,0,
32768,2048,8,4096,2,13,projection-full,False,13,81.788928,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
32768,2048,8,4096,2,13,kv-25,True,13,81.788928,2,0,0.25,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
32768,2048,8,4096,2,13,kv-50,True,13,81.788928,2,0,0.5,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
32768,2048,8,4096,2,13,kv-75,True,13,81.788928,2,0,0.75,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
32768,2048,8,4096,2,13,kv-100,True,13,81.788928,2,0,1.0,1.0,4,6,0.6666666666666666,33.333333333333336,6,4,0.3076923076923077,0,
65536,512,1,65536,128,50,streaming,False,2,0.786432,0,128,0.0,0.0,16512,16512,1.0,0.0,0,2,1.0,0,
65536,512,1,65536,128,50,projection-full,False,50,19.6608,24,104,0.1875,0.1875,10968,16512,0.6642441860465116,33.57558139534884,5592,50,1.0,0,
65536,512,1,65536,128,50,kv-25,False,66,25.952256,32,96,0.25,0.25,9376,16512,0.5678294573643411,43.21705426356589,7200,66,1.0,0,
65536,512,1,65536,128,50,kv-50,False,130,51.11808,64,64,0.5,0.5,4288,16512,0.2596899224806202,74.03100775193798,12352,130,1.0,0,
65536,512,1,65536,128,50,kv-75,False,194,76.283904,96,32,0.75,0.75,1248,16512,0.0755813953488372,92.44186046511628,15456,194,1.0,0,
65536,512,1,65536,128,50,kv-100,False,256,100.663296,128,0,1.0,1.0,256,16512,0.015503875968992248,98.44961240310077,16512,256,1.0,0,
65536,512,2,32768,64,50,streaming,False,2,0.786432,0,64,0.0,0.0,4160,4160,1.0,0.0,0,2,1.0,0,
65536,512,2,32768,64,50,projection-full,False,50,19.6608,24,40,0.375,0.375,1688,4160,0.40576923076923077,59.42307692307692,2520,50,1.0,0,
65536,512,2,32768,64,50,kv-25,True,50,19.6608,24,40,0.25,0.375,1688,4160,0.40576923076923077,59.42307692307692,2520,50,1.0,0,
65536,512,2,32768,64,50,kv-50,False,66,25.952256,32,32,0.5,0.5,1120,4160,0.2692307692307692,73.07692307692308,3104,66,1.0,0,
65536,512,2,32768,64,50,kv-75,False,98,38.535168,48,16,0.75,0.75,368,4160,0.08846153846153847,91.15384615384615,3888,98,1.0,0,
65536,512,2,32768,64,50,kv-100,False,128,50.331648,64,0,1.0,1.0,128,4160,0.03076923076923077,96.92307692307692,4160,128,1.0,0,
65536,512,4,16384,32,50,streaming,False,2,0.786432,0,32,0.0,0.0,1056,1056,1.0,0.0,0,2,1.0,0,
65536,512,4,16384,32,50,projection-full,False,50,19.6608,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,512,4,16384,32,50,kv-25,True,50,19.6608,24,8,0.25,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,512,4,16384,32,50,kv-50,True,50,19.6608,24,8,0.5,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,512,4,16384,32,50,kv-75,True,50,19.6608,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,512,4,16384,32,50,kv-100,False,64,25.165824,32,0,1.0,1.0,64,1056,0.06060606060606061,93.93939393939394,1056,64,1.0,0,
65536,512,8,8192,16,50,streaming,False,2,0.786432,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
65536,512,8,8192,16,50,projection-full,False,50,19.6608,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
65536,512,8,8192,16,50,kv-25,True,50,19.6608,16,0,0.25,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
65536,512,8,8192,16,50,kv-50,True,50,19.6608,16,0,0.5,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
65536,512,8,8192,16,50,kv-75,True,50,19.6608,16,0,0.75,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
65536,512,8,8192,16,50,kv-100,True,50,19.6608,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,0.64,0,
65536,1024,1,65536,64,25,streaming,False,2,3.145728,0,64,0.0,0.0,4160,4160,1.0,0.0,0,2,1.0,0,
65536,1024,1,65536,64,25,projection-full,False,25,39.3216,11,53,0.171875,0.171875,2884,4160,0.6932692307692307,30.673076923076927,1298,24,0.96,0,
65536,1024,1,65536,64,25,kv-25,False,34,53.477376,16,48,0.25,0.25,2384,4160,0.573076923076923,42.69230769230769,1808,34,1.0,0,
65536,1024,1,65536,64,25,kv-50,False,66,103.809024,32,32,0.5,0.5,1120,4160,0.2692307692307692,73.07692307692308,3104,66,1.0,0,
65536,1024,1,65536,64,25,kv-75,False,98,154.140672,48,16,0.75,0.75,368,4160,0.08846153846153847,91.15384615384615,3888,98,1.0,0,
65536,1024,1,65536,64,25,kv-100,False,128,201.326592,64,0,1.0,1.0,128,4160,0.03076923076923077,96.92307692307692,4160,128,1.0,0,
65536,1024,2,32768,32,25,streaming,False,2,3.145728,0,32,0.0,0.0,1056,1056,1.0,0.0,0,2,1.0,0,
65536,1024,2,32768,32,25,projection-full,False,25,39.3216,11,21,0.34375,0.34375,484,1056,0.4583333333333333,54.16666666666667,594,24,0.96,0,
65536,1024,2,32768,32,25,kv-25,True,25,39.3216,11,21,0.25,0.34375,484,1056,0.4583333333333333,54.16666666666667,594,24,0.96,0,
65536,1024,2,32768,32,25,kv-50,False,34,53.477376,16,16,0.5,0.5,304,1056,0.2878787878787879,71.21212121212122,784,34,1.0,0,
65536,1024,2,32768,32,25,kv-75,False,50,78.6432,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,1024,2,32768,32,25,kv-100,False,64,100.663296,32,0,1.0,1.0,64,1056,0.06060606060606061,93.93939393939394,1056,64,1.0,0,
65536,1024,4,16384,16,25,streaming,False,2,3.145728,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
65536,1024,4,16384,16,25,projection-full,False,25,39.3216,11,5,0.6875,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
65536,1024,4,16384,16,25,kv-25,True,25,39.3216,11,5,0.25,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
65536,1024,4,16384,16,25,kv-50,True,25,39.3216,11,5,0.5,0.6875,52,272,0.19117647058823528,80.88235294117648,242,24,0.96,0,
65536,1024,4,16384,16,25,kv-75,False,26,40.894464,12,4,0.75,0.75,44,272,0.16176470588235295,83.82352941176471,252,26,1.0,0,
65536,1024,4,16384,16,25,kv-100,False,32,50.331648,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,1.0,0,
65536,1024,8,8192,8,25,streaming,False,2,3.145728,0,8,0.0,0.0,72,72,1.0,0.0,0,2,1.0,0,
65536,1024,8,8192,8,25,projection-full,False,25,39.3216,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
65536,1024,8,8192,8,25,kv-25,True,25,39.3216,8,0,0.25,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
65536,1024,8,8192,8,25,kv-50,True,25,39.3216,8,0,0.5,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
65536,1024,8,8192,8,25,kv-75,True,25,39.3216,8,0,0.75,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
65536,1024,8,8192,8,25,kv-100,True,25,39.3216,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,0.64,0,
65536,2048,1,65536,32,13,streaming,False,2,12.582912,0,32,0.0,0.0,1056,1056,1.0,0.0,0,2,1.0,0,
65536,2048,1,65536,32,13,projection-full,False,13,81.788928,5,27,0.15625,0.15625,766,1056,0.7253787878787878,27.462121212121215,300,12,0.9230769230769231,0,
65536,2048,1,65536,32,13,kv-25,False,18,113.246208,8,24,0.25,0.25,616,1056,0.5833333333333334,41.666666666666664,456,18,1.0,0,
65536,2048,1,65536,32,13,kv-50,False,34,213.909504,16,16,0.5,0.5,304,1056,0.2878787878787879,71.21212121212122,784,34,1.0,0,
65536,2048,1,65536,32,13,kv-75,False,50,314.5728,24,8,0.75,0.75,120,1056,0.11363636363636363,88.63636363636364,984,50,1.0,0,
65536,2048,1,65536,32,13,kv-100,False,64,402.653184,32,0,1.0,1.0,64,1056,0.06060606060606061,93.93939393939394,1056,64,1.0,0,
65536,2048,2,32768,16,13,streaming,False,2,12.582912,0,16,0.0,0.0,272,272,1.0,0.0,0,2,1.0,0,
65536,2048,2,32768,16,13,projection-full,False,13,81.788928,5,11,0.3125,0.3125,142,272,0.5220588235294118,47.79411764705882,140,12,0.9230769230769231,0,
65536,2048,2,32768,16,13,kv-25,True,13,81.788928,5,11,0.25,0.3125,142,272,0.5220588235294118,47.79411764705882,140,12,0.9230769230769231,0,
65536,2048,2,32768,16,13,kv-50,False,18,113.246208,8,8,0.5,0.5,88,272,0.3235294117647059,67.64705882352942,200,18,1.0,0,
65536,2048,2,32768,16,13,kv-75,False,26,163.577856,12,4,0.75,0.75,44,272,0.16176470588235295,83.82352941176471,252,26,1.0,0,
65536,2048,2,32768,16,13,kv-100,False,32,201.326592,16,0,1.0,1.0,32,272,0.11764705882352941,88.23529411764706,272,32,1.0,0,
65536,2048,4,16384,8,13,streaming,False,2,12.582912,0,8,0.0,0.0,72,72,1.0,0.0,0,2,1.0,0,
65536,2048,4,16384,8,13,projection-full,False,13,81.788928,5,3,0.625,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
65536,2048,4,16384,8,13,kv-25,True,13,81.788928,5,3,0.25,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
65536,2048,4,16384,8,13,kv-50,True,13,81.788928,5,3,0.5,0.625,22,72,0.3055555555555556,69.44444444444444,60,12,0.9230769230769231,0,
65536,2048,4,16384,8,13,kv-75,False,14,88.080384,6,2,0.75,0.75,18,72,0.25,75.0,66,14,1.0,0,
65536,2048,4,16384,8,13,kv-100,False,16,100.663296,8,0,1.0,1.0,16,72,0.2222222222222222,77.77777777777779,72,16,1.0,0,
65536,2048,8,8192,4,13,streaming,False,2,12.582912,0,4,0.0,0.0,20,20,1.0,0.0,0,2,1.0,0,
65536,2048,8,8192,4,13,projection-full,False,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
65536,2048,8,8192,4,13,kv-25,True,13,81.788928,4,0,0.25,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
65536,2048,8,8192,4,13,kv-50,True,13,81.788928,4,0,0.5,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
65536,2048,8,8192,4,13,kv-75,True,13,81.788928,4,0,0.75,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
65536,2048,8,8192,4,13,kv-100,True,13,81.788928,4,0,1.0,1.0,8,20,0.4,60.0,20,8,0.6153846153846154,0,
